location,quarter,year,avg_price
Bhandup,Jul-Sep,2026,14885.02
Bhandup,Oct-Dec,2026,15100.61
Bhandup,Jan-Mar,2027,14842.68
Bhandup,Apr-Jun,2027,14794.17
Bhandup,Jul-Sep,2027,14887.25
Bhandup,Oct-Dec,2027,15069.43
Bhandup,Jan-Mar,2028,14917
Bhandup,Apr-Jun,2028,14997.21
Bhandup,Jul-Sep,2028,15119.04
Bhandup,Oct-Dec,2028,15155.37
Bhandup,Jan-Mar,2029,15836.55
Bhandup,Apr-Jun,2029,15683.59
Bhandup,Jul-Sep,2029,15605.92
Bhandup,Oct-Dec,2029,16231.62
Bhandup,Jan-Mar,2030,15987.41
Bhandup,Apr-Jun,2030,16172.66
Bhandup,Jul-Sep,2030,16336.87
Bhandup,Oct-Dec,2030,17645.15
Bhandup West,Jan-Mar,2024,15692.4
Bhandup West,Apr-Jun,2024,15795.49
Bhandup West,Jul-Sep,2024,16014.57
Bhandup West,Oct-Dec,2024,16962.66
Bhandup West,Jan-Mar,2025,16487.894
Bhandup West,Apr-Jun,2025,16368.044
Bhandup West,Jul-Sep,2025,15892.632
Bhandup West,Oct-Dec,2025,15211.984
Bhandup West,Jan-Mar,2026,14794.8
Bhandup West,Apr-Jun,2026,14784.35
Bhandup West,Jul-Sep,2026,14775.32
Bhandup West,Oct-Dec,2026,14899.9
Bhandup West,Jan-Mar,2027,14853.07
Bhandup West,Apr-Jun,2027,14815.16
Bhandup West,Jul-Sep,2027,14883.37
Bhandup West,Oct-Dec,2027,14981.99
Bhandup West,Jan-Mar,2028,14897.9
Bhandup West,Apr-Jun,2028,15000.61
Bhandup West,Jul-Sep,2028,15074.96
Bhandup West,Oct-Dec,2028,15119.06
Bhandup West,Jan-Mar,2029,15382.96
Bhandup West,Apr-Jun,2029,15513.47
Bhandup West,Jul-Sep,2029,15584.54
Bhandup West,Oct-Dec,2029,15795.87
Bhandup West,Jan-Mar,2030,15692.4
Bhandup West,Apr-Jun,2030,15795.49
Bhandup West,Jul-Sep,2030,16014.57
Bhandup West,Oct-Dec,2030,16962.66
Bhaudaji Road,Jan-Mar,2024,15825.44
Bhaudaji Road,Apr-Jun,2024,15891.18
Bhaudaji Road,Jul-Sep,2024,16793.73
Bhaudaji Road,Oct-Dec,2024,30399.02
Bhaudaji Road,Jan-Mar,2025,21158.639
Bhaudaji Road,Apr-Jun,2025,21177.819
Bhaudaji Road,Jul-Sep,2025,22337.71817
Bhaudaji Road,Oct-Dec,2025,25845.92483
Bhaudaji Road,Jan-Mar,2026,12228
Bhaudaji Road,Apr-Jun,2026,12310
Bhaudaji Road,Jul-Sep,2026,13044.48417
Bhaudaji Road,Oct-Dec,2026,17296.32
Bhaudaji Road,Jan-Mar,2027,13019.5
Bhaudaji Road,Apr-Jun,2027,13106.5
Bhaudaji Road,Jul-Sep,2027,13321
Bhaudaji Road,Oct-Dec,2027,14086.21
Bhaudaji Road,Jan-Mar,2028,13822
Bhaudaji Road,Apr-Jun,2028,13957
Bhaudaji Road,Jul-Sep,2028,14187.5
Bhaudaji Road,Oct-Dec,2028,15154.53
Bhaudaji Road,Jan-Mar,2029,14912.92
Bhaudaji Road,Apr-Jun,2029,15118.34
Bhaudaji Road,Jul-Sep,2029,15388.23
Bhaudaji Road,Oct-Dec,2029,19151.59
Bhaudaji Road,Jan-Mar,2030,15825.44
Bhaudaji Road,Apr-Jun,2030,15891.18
Bhaudaji Road,Jul-Sep,2030,16793.73
Bhaudaji Road,Oct-Dec,2030,30399.02
Bhayandar,Jan-Mar,2024,8984.26
Bhayandar,Apr-Jun,2024,9309.36
Bhayandar,Jul-Sep,2024,9232.64
Bhayandar,Oct-Dec,2024,9150.52
Bhayandar,Jan-Mar,2025,9439.53
Bhayandar,Apr-Jun,2025,9456.196667
Bhayandar,Jul-Sep,2025,9047.233333
Bhayandar,Oct-Dec,2025,9037.946667
Bhayandar,Jan-Mar,2026,8716.64
Bhayandar,Apr-Jun,2026,9183.29
Bhayandar,Jul-Sep,2026,9381.45
Bhayandar,Oct-Dec,2026,9322.89
Bhayandar,Jan-Mar,2027,8706.34
Bhayandar,Apr-Jun,2027,9150.42
Bhayandar,Jul-Sep,2027,9120.08
Bhayandar,Oct-Dec,2027,9271.8
Bhayandar,Jan-Mar,2028,8978.08
Bhayandar,Apr-Jun,2028,9229.71
Bhayandar,Jul-Sep,2028,9031.956667
Bhayandar,Oct-Dec,2028,9047.046667
Bhayandar,Jan-Mar,2029,8979.99
Bhayandar,Apr-Jun,2029,9326.79
Bhayandar,Jul-Sep,2029,9054.01
Bhayandar,Oct-Dec,2029,8964.26
Bhayandar,Jan-Mar,2030,8984.26
Bhayandar,Apr-Jun,2030,9309.36
Bhayandar,Jul-Sep,2030,9232.64
Bhayandar,Oct-Dec,2030,9150.52
Bhayandar East,Jan-Mar,2024,8836.06
Bhayandar East,Apr-Jun,2024,8805.42
Bhayandar East,Jul-Sep,2024,8713.191667
Bhayandar East,Oct-Dec,2024,8569.025
Bhayandar East,Jan-Mar,2025,9044.501833
Bhayandar East,Apr-Jun,2025,9048.360167
Bhayandar East,Jul-Sep,2025,8584.8165
Bhayandar East,Oct-Dec,2025,8271.014
Bhayandar East,Jan-Mar,2026,8397.29
Bhayandar East,Apr-Jun,2026,8452.13
Bhayandar East,Jul-Sep,2026,8483.87
Bhayandar East,Oct-Dec,2026,8442.77
Bhayandar East,Jan-Mar,2027,8413.42
Bhayandar East,Apr-Jun,2027,8474.53
Bhayandar East,Jul-Sep,2027,8566.95
Bhayandar East,Oct-Dec,2027,8593.65
Bhayandar East,Jan-Mar,2028,8660.765
Bhayandar East,Apr-Jun,2028,8621.695
Bhayandar East,Jul-Sep,2028,8741.71
Bhayandar East,Oct-Dec,2028,8726.28
Bhayandar East,Jan-Mar,2029,8741.14
Bhayandar East,Apr-Jun,2029,8721.45
Bhayandar East,Jul-Sep,2029,8730.03
Bhayandar East,Oct-Dec,2029,8688.83
Bhayandar East,Jan-Mar,2030,8836.06
Bhayandar East,Apr-Jun,2030,8805.42
Bhayandar East,Jul-Sep,2030,8713.191667
Bhayandar East,Oct-Dec,2030,8569.025
Bhayandar West,Jan-Mar,2024,9258.64
Bhayandar West,Apr-Jun,2024,9632.25
Bhayandar West,Jul-Sep,2024,10098.1
Bhayandar West,Oct-Dec,2024,10150.17
Bhayandar West,Jan-Mar,2025,9902.89
Bhayandar West,Apr-Jun,2025,10106.42
Bhayandar West,Jul-Sep,2025,10311.695
Bhayandar West,Oct-Dec,2025,10254.01
Bhayandar West,Jan-Mar,2026,8932.17
Bhayandar West,Apr-Jun,2026,9292.66
Bhayandar West,Jul-Sep,2026,9668.31
Bhayandar West,Oct-Dec,2026,9805.89
Bhayandar West,Jan-Mar,2027,9078.64
Bhayandar West,Apr-Jun,2027,9336.6
Bhayandar West,Jul-Sep,2027,9088.17
Bhayandar West,Oct-Dec,2027,9330.05
Bhayandar West,Jan-Mar,2028,8986.08
Bhayandar West,Apr-Jun,2028,9130.08
Bhayandar West,Jul-Sep,2028,9057.33
Bhayandar West,Oct-Dec,2028,9164.24
Bhayandar West,Jan-Mar,2029,9151.49
Bhayandar West,Apr-Jun,2029,9395.08
Bhayandar West,Jul-Sep,2029,9113.46
Bhayandar West,Oct-Dec,2029,9230.55
Bhayandar West,Jan-Mar,2030,9258.64
Bhayandar West,Apr-Jun,2030,9632.25
Bhayandar West,Jul-Sep,2030,10098.1
Bhayandar West,Oct-Dec,2030,10150.17
Bolinj Road,Jan-Mar,2024,6087.346
Bolinj Road,Apr-Jun,2024,5977.426
Bolinj Road,Jul-Sep,2024,6004.036
Bolinj Road,Oct-Dec,2024,6020.581
Bolinj Road,Jan-Mar,2025,5966.899333
Bolinj Road,Apr-Jun,2025,5602.447667
Bolinj Road,Jul-Sep,2025,5195.88
Bolinj Road,Oct-Dec,2025,5133.4835
Bolinj Road,Jan-Mar,2026,4677.75
Bolinj Road,Apr-Jun,2026,4607.86
Bolinj Road,Jul-Sep,2026,4660.5
Bolinj Road,Oct-Dec,2026,4744.25
Bolinj Road,Jan-Mar,2027,4893
Bolinj Road,Apr-Jun,2027,4853.25
Bolinj Road,Jul-Sep,2027,4971
Bolinj Road,Oct-Dec,2027,5052.25
Bolinj Road,Jan-Mar,2028,5383
Bolinj Road,Apr-Jun,2028,5308
Bolinj Road,Jul-Sep,2028,5374.473
Bolinj Road,Oct-Dec,2028,5416.485
Bolinj Road,Jan-Mar,2029,5799.75
Bolinj Road,Apr-Jun,2029,5702.24
Bolinj Road,Jul-Sep,2029,5752
Bolinj Road,Oct-Dec,2029,5780.5
Bolinj Road,Jan-Mar,2030,6087.346
Bolinj Road,Apr-Jun,2030,5977.426
Bolinj Road,Jul-Sep,2030,6004.036
Bolinj Road,Oct-Dec,2030,6020.581
Bolinj Sopara Road,Jan-Mar,2024,5305.2
Bolinj Sopara Road,Apr-Jun,2024,5231.75
Bolinj Sopara Road,Jul-Sep,2024,5143.62
Bolinj Sopara Road,Oct-Dec,2024,4866.25
Bolinj Sopara Road,Jan-Mar,2025,5265.953333
Bolinj Sopara Road,Apr-Jun,2025,5135.18
Bolinj Sopara Road,Jul-Sep,2025,4662.568667
Bolinj Sopara Road,Oct-Dec,2025,4207.146667
Bolinj Sopara Road,Jan-Mar,2026,4109
Bolinj Sopara Road,Apr-Jun,2026,4055.75
Bolinj Sopara Road,Jul-Sep,2026,4136.25
Bolinj Sopara Road,Oct-Dec,2026,4162
Bolinj Sopara Road,Jan-Mar,2027,4294.15
Bolinj Sopara Road,Apr-Jun,2027,4298.5
Bolinj Sopara Road,Jul-Sep,2027,4366
Bolinj Sopara Road,Oct-Dec,2027,4467
Bolinj Sopara Road,Jan-Mar,2028,4706.75
Bolinj Sopara Road,Apr-Jun,2028,4700
Bolinj Sopara Road,Jul-Sep,2028,4713.783333
Bolinj Sopara Road,Oct-Dec,2028,4689.75
Bolinj Sopara Road,Jan-Mar,2029,5073.22
Bolinj Sopara Road,Apr-Jun,2029,5071.22
Bolinj Sopara Road,Jul-Sep,2029,5086.88
Bolinj Sopara Road,Oct-Dec,2029,5046.5
Bolinj Sopara Road,Jan-Mar,2030,5305.2
Bolinj Sopara Road,Apr-Jun,2030,5231.75
Bolinj Sopara Road,Jul-Sep,2030,5143.62
Bolinj Sopara Road,Oct-Dec,2030,4866.25
Boraspada Road,Jan-Mar,2024,18262.91
Boraspada Road,Apr-Jun,2024,18321.57
Boraspada Road,Jul-Sep,2024,18354.84667
Boraspada Road,Oct-Dec,2024,18431.65667
Boraspada Road,Jan-Mar,2025,18785.41
Boraspada Road,Apr-Jun,2025,18686.15667
Boraspada Road,Jul-Sep,2025,17621.08333
Boraspada Road,Oct-Dec,2025,16866.29667
Boraspada Road,Jan-Mar,2026,16709.19
Boraspada Road,Apr-Jun,2026,16728.6
Boraspada Road,Jul-Sep,2026,16794.06
Boraspada Road,Oct-Dec,2026,16855.02
Boraspada Road,Jan-Mar,2027,17031.19
Boraspada Road,Apr-Jun,2027,17064.18
Boraspada Road,Jul-Sep,2027,17192.6
Boraspada Road,Oct-Dec,2027,17280.66
Boraspada Road,Jan-Mar,2028,17544.28
Boraspada Road,Apr-Jun,2028,17591.97
Boraspada Road,Jul-Sep,2028,17690.71
Boraspada Road,Oct-Dec,2028,17754.61667
Boraspada Road,Jan-Mar,2029,17870.24
Boraspada Road,Apr-Jun,2029,17950.72
Boraspada Road,Jul-Sep,2029,17974.94333
Boraspada Road,Oct-Dec,2029,18193.81
Boraspada Road,Jan-Mar,2030,18262.91
Boraspada Road,Apr-Jun,2030,18321.57
Boraspada Road,Jul-Sep,2030,18354.84667
Boraspada Road,Oct-Dec,2030,18431.65667
Borivali,Jan-Mar,2024,19377.6
Borivali,Apr-Jun,2024,19485.36
Borivali,Jul-Sep,2024,19656.605
Borivali,Oct-Dec,2024,19906.335
Borivali,Jan-Mar,2025,21067.22
Borivali,Apr-Jun,2025,21289.98783
Borivali,Jul-Sep,2025,19346.554
Borivali,Oct-Dec,2025,17324.93517
Borivali,Jan-Mar,2026,16829.93
Borivali,Apr-Jun,2026,16862.87
Borivali,Jul-Sep,2026,16915.32
Borivali,Oct-Dec,2026,16853.8
Borivali,Jan-Mar,2027,17040.33
Borivali,Apr-Jun,2027,17027.04
Borivali,Jul-Sep,2027,17199.19
Borivali,Oct-Dec,2027,17269.28
Borivali,Jan-Mar,2028,17950.13
Borivali,Apr-Jun,2028,18021.51333
Borivali,Jul-Sep,2028,18380.805
Borivali,Oct-Dec,2028,18367.87333
Borivali,Jan-Mar,2029,18646.87
Borivali,Apr-Jun,2029,18725.68
Borivali,Jul-Sep,2029,18929.34
Borivali,Oct-Dec,2029,19152.42
Borivali,Jan-Mar,2030,19377.6
Borivali,Apr-Jun,2030,19485.36
Borivali,Jul-Sep,2030,19656.605
Borivali,Oct-Dec,2030,19906.335
Borivali East,Jan-Mar,2024,18845.2
Borivali East,Apr-Jun,2024,18987.32
Borivali East,Jul-Sep,2024,19067.19
Borivali East,Oct-Dec,2024,19298.3
Borivali East,Jan-Mar,2025,19896.05
Borivali East,Apr-Jun,2025,20104.625
Borivali East,Jul-Sep,2025,17044.02117
Borivali East,Oct-Dec,2025,16060.79333
Borivali East,Jan-Mar,2026,15934.88
Borivali East,Apr-Jun,2026,15926.06
Borivali East,Jul-Sep,2026,15984.24
Borivali East,Oct-Dec,2026,16009.22
Borivali East,Jan-Mar,2027,16437.59
Borivali East,Apr-Jun,2027,16349.66
Borivali East,Jul-Sep,2027,16367.5
Borivali East,Oct-Dec,2027,16483.39
Borivali East,Jan-Mar,2028,17329.97
Borivali East,Apr-Jun,2028,17592.64
Borivali East,Jul-Sep,2028,17747.13
Borivali East,Oct-Dec,2028,17852.23
Borivali East,Jan-Mar,2029,18129.91
Borivali East,Apr-Jun,2029,18154.23
Borivali East,Jul-Sep,2029,18379.21
Borivali East,Oct-Dec,2029,18648.26
Borivali East,Jan-Mar,2030,18845.2
Borivali East,Apr-Jun,2030,18987.32
Borivali East,Jul-Sep,2030,19067.19
Borivali East,Oct-Dec,2030,19298.3
Borivali West,Jan-Mar,2024,20148.83
Borivali West,Apr-Jun,2024,20236.45
Borivali West,Jul-Sep,2024,20629.51
Borivali West,Oct-Dec,2024,20387.9
Borivali West,Jan-Mar,2025,21813.53
Borivali West,Apr-Jun,2025,22266.44
Borivali West,Jul-Sep,2025,21972.175
Borivali West,Oct-Dec,2025,19080.42
Borivali West,Jan-Mar,2026,17723.53
Borivali West,Apr-Jun,2026,17815.57
Borivali West,Jul-Sep,2026,17732.78
Borivali West,Oct-Dec,2026,17716.83
Borivali West,Jan-Mar,2027,17843.98
Borivali West,Apr-Jun,2027,17779.06
Borivali West,Jul-Sep,2027,17865.38
Borivali West,Oct-Dec,2027,17877.03
Borivali West,Jan-Mar,2028,18612.69
Borivali West,Apr-Jun,2028,18728.6
Borivali West,Jul-Sep,2028,19077.75
Borivali West,Oct-Dec,2028,19062.29
Borivali West,Jan-Mar,2029,19289.53
Borivali West,Apr-Jun,2029,19484.28
Borivali West,Jul-Sep,2029,19614.05
Borivali West,Oct-Dec,2029,19673.25
Borivali West,Jan-Mar,2030,20148.83
Borivali West,Apr-Jun,2030,20236.45
Borivali West,Jul-Sep,2030,20629.51
Borivali West,Oct-Dec,2030,20387.9
Breach Candy,Jan-Mar,2024,54344.11
Breach Candy,Apr-Jun,2024,54559.78
Breach Candy,Jul-Sep,2024,54527.495
Breach Candy,Oct-Dec,2024,54875.87
Breach Candy,Jan-Mar,2025,55281.24167
Breach Candy,Apr-Jun,2025,55189.00333
Breach Candy,Jul-Sep,2025,56992.24
Breach Candy,Oct-Dec,2025,57047.28333
Breach Candy,Jan-Mar,2026,56499.63
Breach Candy,Apr-Jun,2026,57365.04
Breach Candy,Jul-Sep,2026,58898.86
Breach Candy,Oct-Dec,2026,57108.27
Breach Candy,Jan-Mar,2027,54423.81
Breach Candy,Apr-Jun,2027,55389.99
Breach Candy,Jul-Sep,2027,55593.5
Breach Candy,Oct-Dec,2027,54978.47
Breach Candy,Jan-Mar,2028,54047.04
Breach Candy,Apr-Jun,2028,53826.7
Breach Candy,Jul-Sep,2028,53367.26
Breach Candy,Oct-Dec,2028,53312.01
Breach Candy,Jan-Mar,2029,53209.88
Breach Candy,Apr-Jun,2029,54642.87
Breach Candy,Jul-Sep,2029,55245.84
Breach Candy,Oct-Dec,2029,53946.66
Breach Candy,Jan-Mar,2030,54344.11
Breach Candy,Apr-Jun,2030,54559.78
Breach Candy,Jul-Sep,2030,54527.495
Breach Candy,Oct-Dec,2030,54875.87
Byculla,Jan-Mar,2024,32711.17
Byculla,Apr-Jun,2024,33520.44
Byculla,Jul-Sep,2024,34549.39
Byculla,Oct-Dec,2024,34525.15
Byculla,Jan-Mar,2025,34846.49
Byculla,Apr-Jun,2025,35697.63
Byculla,Jul-Sep,2025,28810.78
Byculla,Oct-Dec,2025,27869.87
Byculla,Jan-Mar,2026,27418.96
Byculla,Apr-Jun,2026,27657.61
Byculla,Jul-Sep,2026,27492.61
Byculla,Oct-Dec,2026,26324.34
Byculla,Jan-Mar,2027,26952.43
Byculla,Apr-Jun,2027,27146.46
Byculla,Jul-Sep,2027,27037.23
Byculla,Oct-Dec,2027,27340.04
Byculla,Jan-Mar,2028,30940.19
Byculla,Apr-Jun,2028,34051.1
Byculla,Jul-Sep,2028,32680.69
Byculla,Oct-Dec,2028,31446.43
Byculla,Jan-Mar,2029,30893.44
Byculla,Apr-Jun,2029,31781.24
Byculla,Jul-Sep,2029,33090.28
Byculla,Oct-Dec,2029,32915.07
Byculla,Jan-Mar,2030,32711.17
Byculla,Apr-Jun,2030,33520.44
Byculla,Jul-Sep,2030,34549.39
Byculla,Oct-Dec,2030,34525.15
Byculla East,Jan-Mar,2024,28361.8
Byculla East,Apr-Jun,2024,30365.99
Byculla East,Jul-Sep,2024,32608.32
Byculla East,Oct-Dec,2024,32798.09
Byculla East,Jan-Mar,2025,31306.66
Byculla East,Apr-Jun,2025,32846.14
Byculla East,Jul-Sep,2025,21073.52
Byculla East,Oct-Dec,2025,19833.88
Byculla East,Jan-Mar,2026,18595.4
Byculla East,Apr-Jun,2026,18698.65
Byculla East,Jul-Sep,2026,18346.5
Byculla East,Oct-Dec,2026,18379.5
Byculla East,Jan-Mar,2027,18215
Byculla East,Apr-Jun,2027,18332.25
Byculla East,Jul-Sep,2027,18274.52
Byculla East,Oct-Dec,2027,18350.24
Byculla East,Jan-Mar,2028,18101.67
Byculla East,Apr-Jun,2028,18258.59
Byculla East,Jul-Sep,2028,19075.64
Byculla East,Oct-Dec,2028,19543.74
Byculla East,Jan-Mar,2029,19550.49
Byculla East,Apr-Jun,2029,20146.43
Byculla East,Jul-Sep,2029,29828.01
Byculla East,Oct-Dec,2029,28977.79
Byculla East,Jan-Mar,2030,28361.8
Byculla East,Apr-Jun,2030,30365.99
Byculla East,Jul-Sep,2030,32608.32
Byculla East,Oct-Dec,2030,32798.09
Byculla West,Jan-Mar,2024,35067.52
Byculla West,Apr-Jun,2024,35730.59
Byculla West,Jul-Sep,2024,36478.08
Byculla West,Oct-Dec,2024,36300.52
Byculla West,Jan-Mar,2025,33409.77
Byculla West,Apr-Jun,2025,35891.13
Byculla West,Jul-Sep,2025,23608.54
Byculla West,Oct-Dec,2025,22468.67
Byculla West,Jan-Mar,2026,20345.9
Byculla West,Apr-Jun,2026,20376.9
Byculla West,Jul-Sep,2026,20236.5
Byculla West,Oct-Dec,2026,20301.03
Byculla West,Jan-Mar,2027,20180.5
Byculla West,Apr-Jun,2027,20248.94
Byculla West,Jul-Sep,2027,20310.88
Byculla West,Oct-Dec,2027,20521.03
Byculla West,Jan-Mar,2028,22653.22
Byculla West,Apr-Jun,2028,24871.13
Byculla West,Jul-Sep,2028,27240.05
Byculla West,Oct-Dec,2028,29881.24
Byculla West,Jan-Mar,2029,33212.9
Byculla West,Apr-Jun,2029,31833
Byculla West,Jul-Sep,2029,33085.38
Byculla West,Oct-Dec,2029,33381.17
Byculla West,Jan-Mar,2030,35067.52
Byculla West,Apr-Jun,2030,35730.59
Byculla West,Jul-Sep,2030,36478.08
Byculla West,Oct-Dec,2030,36300.52
Captain Prakash Pethe Marg,Jan-Mar,2024,37722.74
Captain Prakash Pethe Marg,Apr-Jun,2024,37246.6
Captain Prakash Pethe Marg,Jul-Sep,2024,25867.31
Captain Prakash Pethe Marg,Oct-Dec,2024,42704.02
Captain Prakash Pethe Marg,Jan-Mar,2025,51065.1
Captain Prakash Pethe Marg,Apr-Jun,2025,46717.92
Captain Prakash Pethe Marg,Jul-Sep,2025,23942.31
Captain Prakash Pethe Marg,Oct-Dec,2025,24864.98
Captain Prakash Pethe Marg,Jan-Mar,2026,21787.28
Captain Prakash Pethe Marg,Apr-Jun,2026,21686.88
Captain Prakash Pethe Marg,Jul-Sep,2026,19984.62
Captain Prakash Pethe Marg,Oct-Dec,2026,21197.36
Captain Prakash Pethe Marg,Jan-Mar,2027,18277.58
Captain Prakash Pethe Marg,Apr-Jun,2027,18243.29
Captain Prakash Pethe Marg,Jul-Sep,2027,18286.51
Captain Prakash Pethe Marg,Oct-Dec,2027,18825.5
Captain Prakash Pethe Marg,Jan-Mar,2028,18233
Captain Prakash Pethe Marg,Apr-Jun,2028,18112
Captain Prakash Pethe Marg,Jul-Sep,2028,18364.55
Captain Prakash Pethe Marg,Oct-Dec,2028,19052.12
Captain Prakash Pethe Marg,Jan-Mar,2029,19504.77
Captain Prakash Pethe Marg,Apr-Jun,2029,19865.15
Captain Prakash Pethe Marg,Jul-Sep,2029,18611.39
Captain Prakash Pethe Marg,Oct-Dec,2029,20798.67
Captain Prakash Pethe Marg,Jan-Mar,2030,37722.74
Captain Prakash Pethe Marg,Apr-Jun,2030,37246.6
Captain Prakash Pethe Marg,Jul-Sep,2030,25867.31
Captain Prakash Pethe Marg,Oct-Dec,2030,42704.02
CD Barfiwala Road,Jan-Mar,2024,25492.52
CD Barfiwala Road,Apr-Jun,2024,26440.61
CD Barfiwala Road,Jul-Sep,2024,26546.32
CD Barfiwala Road,Oct-Dec,2024,29407.02
CD Barfiwala Road,Jan-Mar,2025,27145.34
CD Barfiwala Road,Apr-Jun,2025,27525.438
CD Barfiwala Road,Jul-Sep,2025,23923.47967
CD Barfiwala Road,Oct-Dec,2025,23199.48967
CD Barfiwala Road,Jan-Mar,2026,22065.8
CD Barfiwala Road,Apr-Jun,2026,22440.49
CD Barfiwala Road,Jul-Sep,2026,22004.24
CD Barfiwala Road,Oct-Dec,2026,22167.13
CD Barfiwala Road,Jan-Mar,2027,22265
CD Barfiwala Road,Apr-Jun,2027,22406.75
CD Barfiwala Road,Jul-Sep,2027,22556.07
CD Barfiwala Road,Oct-Dec,2027,22737
CD Barfiwala Road,Jan-Mar,2028,22850.65
CD Barfiwala Road,Apr-Jun,2028,23287.09
CD Barfiwala Road,Jul-Sep,2028,23624.94833
CD Barfiwala Road,Oct-Dec,2028,24103.15833
CD Barfiwala Road,Jan-Mar,2029,24372.45
CD Barfiwala Road,Apr-Jun,2029,24346.26
CD Barfiwala Road,Jul-Sep,2029,24289.62
CD Barfiwala Road,Oct-Dec,2029,24546.58
CD Barfiwala Road,Jan-Mar,2030,25492.52
CD Barfiwala Road,Apr-Jun,2030,26440.61
CD Barfiwala Road,Jul-Sep,2030,26546.32
CD Barfiwala Road,Oct-Dec,2030,29407.02
Chakala,Jan-Mar,2024,20844.29
Chakala,Apr-Jun,2024,21121.13
Chakala,Jul-Sep,2024,21223.46333
Chakala,Oct-Dec,2024,21333.84
Chakala,Jan-Mar,2025,23365.95667
Chakala,Apr-Jun,2025,24109.50095
Chakala,Jul-Sep,2025,22103.92529
Chakala,Oct-Dec,2025,19371.47667
Chakala,Jan-Mar,2026,18933.91
Chakala,Apr-Jun,2026,19206.98
Chakala,Jul-Sep,2026,19227.79
Chakala,Oct-Dec,2026,19478.03
Chakala,Jan-Mar,2027,19312.99
Chakala,Apr-Jun,2027,19411.42
Chakala,Jul-Sep,2027,19100.01
Chakala,Oct-Dec,2027,19031.05
Chakala,Jan-Mar,2028,19141.42
Chakala,Apr-Jun,2028,18961.05
Chakala,Jul-Sep,2028,19325.26333
Chakala,Oct-Dec,2028,19662.67333
Chakala,Jan-Mar,2029,20317.79
Chakala,Apr-Jun,2029,20517.3
Chakala,Jul-Sep,2029,20515.27667
Chakala,Oct-Dec,2029,20732.91
Chakala,Jan-Mar,2030,20844.29
Chakala,Apr-Jun,2030,21121.13
Chakala,Jul-Sep,2030,21223.46333
Chakala,Oct-Dec,2030,21333.84
Chandavarkar Road,Jan-Mar,2024,20447.91
Chandavarkar Road,Apr-Jun,2024,20564.78
Chandavarkar Road,Jul-Sep,2024,20580.7931
Chandavarkar Road,Oct-Dec,2024,20720.9
Chandavarkar Road,Jan-Mar,2025,21567.06
Chandavarkar Road,Apr-Jun,2025,22128.215
Chandavarkar Road,Jul-Sep,2025,19953.8561
Chandavarkar Road,Oct-Dec,2025,18344.705
Chandavarkar Road,Jan-Mar,2026,17450.08
Chandavarkar Road,Apr-Jun,2026,17531.3
Chandavarkar Road,Jul-Sep,2026,17946.26
Chandavarkar Road,Oct-Dec,2026,18046.93
Chandavarkar Road,Jan-Mar,2027,17931.19
Chandavarkar Road,Apr-Jun,2027,18033.66
Chandavarkar Road,Jul-Sep,2027,18320.24
Chandavarkar Road,Oct-Dec,2027,18465.94
Chandavarkar Road,Jan-Mar,2028,18968.45
Chandavarkar Road,Apr-Jun,2028,18982.58
Chandavarkar Road,Jul-Sep,2028,19223.17667
Chandavarkar Road,Oct-Dec,2028,19313.65667
Chandavarkar Road,Jan-Mar,2029,19687.24
Chandavarkar Road,Apr-Jun,2029,19747.09
Chandavarkar Road,Jul-Sep,2029,19912.79
Chandavarkar Road,Oct-Dec,2029,20190.77
Chandavarkar Road,Jan-Mar,2030,20447.91
Chandavarkar Road,Apr-Jun,2030,20564.78
Chandavarkar Road,Jul-Sep,2030,20580.7931
Chandavarkar Road,Oct-Dec,2030,20720.9
Chandivali,Jan-Mar,2024,19600.28
Chandivali,Apr-Jun,2024,19610.11
Chandivali,Jul-Sep,2024,19666.84333
Chandivali,Oct-Dec,2024,19933.96
Chandivali,Jan-Mar,2025,20295.05
Chandivali,Apr-Jun,2025,20258.2
Chandivali,Jul-Sep,2025,18513.185
Chandivali,Oct-Dec,2025,18248.505
Chandivali,Jan-Mar,2026,17944
Chandivali,Apr-Jun,2026,17932.23
Chandivali,Jul-Sep,2026,18220.84
Chandivali,Oct-Dec,2026,18123.86
Chandivali,Jan-Mar,2027,17824.71
Chandivali,Apr-Jun,2027,17788.94
Chandivali,Jul-Sep,2027,17819.57
Chandivali,Oct-Dec,2027,17858.78
Chandivali,Jan-Mar,2028,18735.84
Chandivali,Apr-Jun,2028,18537.1
Chandivali,Jul-Sep,2028,18661.32
Chandivali,Oct-Dec,2028,18905.01
Chandivali,Jan-Mar,2029,19048.19
Chandivali,Apr-Jun,2029,19077.18
Chandivali,Jul-Sep,2029,19210.56
Chandivali,Oct-Dec,2029,19492.22
Chandivali,Jan-Mar,2030,19600.28
Chandivali,Apr-Jun,2030,19610.11
Chandivali,Jul-Sep,2030,19666.84333
Chandivali,Oct-Dec,2030,19933.96
Chandivali Farm Road,Jan-Mar,2024,19344.46
Chandivali Farm Road,Apr-Jun,2024,19435.39
Chandivali Farm Road,Jul-Sep,2024,19555.54
Chandivali Farm Road,Oct-Dec,2024,19749.85
Chandivali Farm Road,Jan-Mar,2025,18262.28
Chandivali Farm Road,Apr-Jun,2025,18038.8
Chandivali Farm Road,Jul-Sep,2025,16694.965
Chandivali Farm Road,Oct-Dec,2025,16837.47
Chandivali Farm Road,Jan-Mar,2026,16412.98
