,location,quarter,year,avg_price,Locality,Final Risk Calculated,Unnamed: 2
4184,Mindspace,Jan-Mar,2027.0,18618.84,Mindspace,Low Risk,
4185,Mindspace,Apr-Jun,2027.0,18870.25,Mindspace,Low Risk,
4186,Mindspace,Jul-Sep,2027.0,18723.86,Mindspace,Low Risk,
4187,Mindspace,Oct-Dec,2027.0,18621.54,Mindspace,Low Risk,
4188,Mindspace,Jan-Mar,2028.0,18960.71,Mindspace,Low Risk,
4189,Mindspace,Apr-Jun,2028.0,19022.63667,Mindspace,Low Risk,
4190,Mindspace,Jul-Sep,2028.0,19161.00667,Mindspace,Low Risk,
4191,Mindspace,Oct-Dec,2028.0,19230.25,Mindspace,Low Risk,
4192,Mindspace,Jan-Mar,2029.0,19380.635,Mindspace,Low Risk,
4193,Mindspace,Apr-Jun,2029.0,19412.845,Mindspace,Low Risk,
4194,Mindspace,Jul-Sep,2029.0,19509.125,Mindspace,Low Risk,
4195,Mindspace,Oct-Dec,2029.0,19600.8,Mindspace,Low Risk,
4196,Mindspace,Jan-Mar,2030.0,20017.155,Mindspace,Low Risk,
4197,Mindspace,Apr-Jun,2030.0,20201.575,Mindspace,Low Risk,
4198,Mindspace,Jul-Sep,2030.0,20456.45167,Mindspace,Low Risk,
4199,Mindspace,Oct-Dec,2030.0,20486.69667,Mindspace,Low Risk,
4200,Mira Bhayandar,Jan-Mar,2024.0,9262.21,Mira Bhayandar,Moderate Risk,
4201,Mira Bhayandar,Apr-Jun,2024.0,9280.3,Mira Bhayandar,Moderate Risk,
4202,Mira Bhayandar,Jul-Sep,2024.0,9314.89,Mira Bhayandar,Moderate Risk,
4203,Mira Bhayandar,Oct-Dec,2024.0,9476.43,Mira Bhayandar,Moderate Risk,
4204,Mira Bhayandar,Jan-Mar,2025.0,9671.37,Mira Bhayandar,Moderate Risk,
4205,Mira Bhayandar,Apr-Jun,2025.0,9639.21,Mira Bhayandar,Moderate Risk,
4206,Mira Bhayandar,Jul-Sep,2025.0,8322.5125,Mira Bhayandar,Moderate Risk,
4207,Mira Bhayandar,Oct-Dec,2025.0,8049.18,Mira Bhayandar,Moderate Risk,
4208,Mira Bhayandar,Jan-Mar,2026.0,8113.48,Mira Bhayandar,Moderate Risk,
4209,Mira Bhayandar,Apr-Jun,2026.0,8149.76,Mira Bhayandar,Moderate Risk,
4210,Mira Bhayandar,Jul-Sep,2026.0,8215.82,Mira Bhayandar,Moderate Risk,
4211,Mira Bhayandar,Oct-Dec,2026.0,8300.76,Mira Bhayandar,Moderate Risk,
4212,Mira Bhayandar,Jan-Mar,2027.0,8216.54,Mira Bhayandar,Moderate Risk,
4213,Mira Bhayandar,Apr-Jun,2027.0,8284.03,Mira Bhayandar,Moderate Risk,
4214,Mira Bhayandar,Jul-Sep,2027.0,8322.56,Mira Bhayandar,Moderate Risk,
4215,Mira Bhayandar,Oct-Dec,2027.0,8337.61,Mira Bhayandar,Moderate Risk,
4216,Mira Bhayandar,Jan-Mar,2028.0,8386.02,Mira Bhayandar,Moderate Risk,
4217,Mira Bhayandar,Apr-Jun,2028.0,8496.34,Mira Bhayandar,Moderate Risk,
4218,Mira Bhayandar,Jul-Sep,2028.0,8653.46,Mira Bhayandar,Moderate Risk,
4219,Mira Bhayandar,Oct-Dec,2028.0,8728.01,Mira Bhayandar,Moderate Risk,
4220,Mira Bhayandar,Jan-Mar,2029.0,8720.25,Mira Bhayandar,Moderate Risk,
4221,Mira Bhayandar,Apr-Jun,2029.0,8737.36,Mira Bhayandar,Moderate Risk,
4222,Mira Bhayandar,Jul-Sep,2029.0,8840.57,Mira Bhayandar,Moderate Risk,
4223,Mira Bhayandar,Oct-Dec,2029.0,9062.47,Mira Bhayandar,Moderate Risk,
4224,Mira Bhayandar,Jan-Mar,2030.0,9262.21,Mira Bhayandar,Moderate Risk,
4225,Mira Bhayandar,Apr-Jun,2030.0,9280.3,Mira Bhayandar,Moderate Risk,
4226,Mira Bhayandar,Jul-Sep,2030.0,9314.89,Mira Bhayandar,Moderate Risk,
4227,Mira Bhayandar,Oct-Dec,2030.0,9476.43,Mira Bhayandar,Moderate Risk,
4228,Mira Road Area,Jan-Mar,2024.0,9240.73,Mira Road Area,Moderate Risk,
4229,Mira Road Area,Apr-Jun,2024.0,9347.15,Mira Road Area,Moderate Risk,
4230,Mira Road Area,Jul-Sep,2024.0,9497.4425,Mira Road Area,Moderate Risk,
4231,Mira Road Area,Oct-Dec,2024.0,9604.74,Mira Road Area,Moderate Risk,
4232,Mira Road Area,Jan-Mar,2025.0,9766.7695,Mira Road Area,Moderate Risk,
4233,Mira Road Area,Apr-Jun,2025.0,9727.7185,Mira Road Area,Moderate Risk,
4234,Mira Road Area,Jul-Sep,2025.0,9076.865167,Mira Road Area,Moderate Risk,
4235,Mira Road Area,Oct-Dec,2025.0,8317.8055,Mira Road Area,Moderate Risk,
4236,Mira Road Area,Jan-Mar,2026.0,8121.22,Mira Road Area,Moderate Risk,
4237,Mira Road Area,Apr-Jun,2026.0,8206.91,Mira Road Area,Moderate Risk,
4238,Mira Road Area,Jul-Sep,2026.0,8285.59,Mira Road Area,Moderate Risk,
4239,Mira Road Area,Oct-Dec,2026.0,8375.56,Mira Road Area,Moderate Risk,
4240,Mira Road Area,Jan-Mar,2027.0,8265.66,Mira Road Area,Moderate Risk,
4241,Mira Road Area,Apr-Jun,2027.0,8409.89,Mira Road Area,Moderate Risk,
4242,Mira Road Area,Jul-Sep,2027.0,8457.84,Mira Road Area,Moderate Risk,
4243,Mira Road Area,Oct-Dec,2027.0,8440.81,Mira Road Area,Moderate Risk,
4244,Mira Road Area,Jan-Mar,2028.0,8445.27,Mira Road Area,Moderate Risk,
4245,Mira Road Area,Apr-Jun,2028.0,8535.76,Mira Road Area,Moderate Risk,
4246,Mira Road Area,Jul-Sep,2028.0,8725.78,Mira Road Area,Moderate Risk,
4247,Mira Road Area,Oct-Dec,2028.0,8779.26,Mira Road Area,Moderate Risk,
4248,Mira Road Area,Jan-Mar,2029.0,8764.73,Mira Road Area,Moderate Risk,
4249,Mira Road Area,Apr-Jun,2029.0,8816.27,Mira Road Area,Moderate Risk,
4250,Mira Road Area,Jul-Sep,2029.0,8944.97,Mira Road Area,Moderate Risk,
4251,Mira Road Area,Oct-Dec,2029.0,9097.01,Mira Road Area,Moderate Risk,
4252,Mira Road Area,Jan-Mar,2030.0,9240.73,Mira Road Area,Moderate Risk,
4253,Mira Road Area,Apr-Jun,2030.0,9347.15,Mira Road Area,Moderate Risk,
4254,Mira Road Area,Jul-Sep,2030.0,9497.4425,Mira Road Area,Moderate Risk,
4255,Mira Road Area,Oct-Dec,2030.0,9604.74,Mira Road Area,Moderate Risk,
4256,Mulund,Jan-Mar,2024.0,19057.28,Mulund,Moderate Risk,
4257,Mulund,Apr-Jun,2024.0,18791.825,Mulund,Moderate Risk,
4258,Mulund,Jul-Sep,2024.0,19005.954,Mulund,Moderate Risk,
4259,Mulund,Oct-Dec,2024.0,19125.71,Mulund,Moderate Risk,
4260,Mulund,Jan-Mar,2025.0,19361.77,Mulund,Moderate Risk,
4261,Mulund,Apr-Jun,2025.0,19143.6185,Mulund,Moderate Risk,
4262,Mulund,Jul-Sep,2025.0,18320.8215,Mulund,Moderate Risk,
4263,Mulund,Oct-Dec,2025.0,17367.228,Mulund,Moderate Risk,
4264,Mulund,Jan-Mar,2026.0,16722.9,Mulund,Moderate Risk,
4265,Mulund,Apr-Jun,2026.0,16727.98,Mulund,Moderate Risk,
4266,Mulund,Jul-Sep,2026.0,16697.95,Mulund,Moderate Risk,
4267,Mulund,Oct-Dec,2026.0,16738.82,Mulund,Moderate Risk,
4268,Mulund,Jan-Mar,2027.0,16968.17,Mulund,Moderate Risk,
4269,Mulund,Apr-Jun,2027.0,17031.98,Mulund,Moderate Risk,
4270,Mulund,Jul-Sep,2027.0,16902.41,Mulund,Moderate Risk,
4271,Mulund,Oct-Dec,2027.0,16874.42,Mulund,Moderate Risk,
4272,Mulund,Jan-Mar,2028.0,17452.48,Mulund,Moderate Risk,
4273,Mulund,Apr-Jun,2028.0,17427.45,Mulund,Moderate Risk,
4274,Mulund,Jul-Sep,2028.0,17831.684,Mulund,Moderate Risk,
4275,Mulund,Oct-Dec,2028.0,17791.86,Mulund,Moderate Risk,
4276,Mulund,Jan-Mar,2029.0,18036.9,Mulund,Moderate Risk,
4277,Mulund,Apr-Jun,2029.0,18167.45,Mulund,Moderate Risk,
4278,Mulund,Jul-Sep,2029.0,18427.514,Mulund,Moderate Risk,
4279,Mulund,Oct-Dec,2029.0,18539.01,Mulund,Moderate Risk,
4280,Mulund,Jan-Mar,2030.0,19057.28,Mulund,Moderate Risk,
4281,Mulund,Apr-Jun,2030.0,18791.825,Mulund,Moderate Risk,
4282,Mulund,Jul-Sep,2030.0,19005.954,Mulund,Moderate Risk,
4283,Mulund,Oct-Dec,2030.0,19125.71,Mulund,Moderate Risk,
4284,Mulund East,Jan-Mar,2024.0,19020.15,Mulund East,Moderate Risk,
4285,Mulund East,Apr-Jun,2024.0,18289.49,Mulund East,Moderate Risk,
4286,Mulund East,Jul-Sep,2024.0,18242.35667,Mulund East,Moderate Risk,
4287,Mulund East,Oct-Dec,2024.0,18702.94,Mulund East,Moderate Risk,
4288,Mulund East,Jan-Mar,2025.0,19475.4,Mulund East,Moderate Risk,
4289,Mulund East,Apr-Jun,2025.0,19225.54,Mulund East,Moderate Risk,
4290,Mulund East,Jul-Sep,2025.0,17494.10683,Mulund East,Moderate Risk,
4291,Mulund East,Oct-Dec,2025.0,17239.681,Mulund East,Moderate Risk,
4292,Mulund East,Jan-Mar,2026.0,16875.5,Mulund East,Moderate Risk,
4293,Mulund East,Apr-Jun,2026.0,16903.75,Mulund East,Moderate Risk,
4294,Mulund East,Jul-Sep,2026.0,16885.62,Mulund East,Moderate Risk,
4295,Mulund East,Oct-Dec,2026.0,16939.91,Mulund East,Moderate Risk,
4296,Mulund East,Jan-Mar,2027.0,17090.15,Mulund East,Moderate Risk,
4297,Mulund East,Apr-Jun,2027.0,17223.37,Mulund East,Moderate Risk,
4298,Mulund East,Jul-Sep,2027.0,17048.55,Mulund East,Moderate Risk,
4299,Mulund East,Oct-Dec,2027.0,17017.43,Mulund East,Moderate Risk,
4300,Mulund East,Jan-Mar,2028.0,17344.34,Mulund East,Moderate Risk,
4301,Mulund East,Apr-Jun,2028.0,17389.27,Mulund East,Moderate Risk,
4302,Mulund East,Jul-Sep,2028.0,17799.54,Mulund East,Moderate Risk,
4303,Mulund East,Oct-Dec,2028.0,17954.87,Mulund East,Moderate Risk,
4304,Mulund East,Jan-Mar,2029.0,18176.71,Mulund East,Moderate Risk,
4305,Mulund East,Apr-Jun,2029.0,18187.53,Mulund East,Moderate Risk,
4306,Mulund East,Jul-Sep,2029.0,18366.61,Mulund East,Moderate Risk,
4307,Mulund East,Oct-Dec,2029.0,18552.22,Mulund East,Moderate Risk,
4308,Mulund East,Jan-Mar,2030.0,19020.15,Mulund East,Moderate Risk,
4309,Mulund East,Apr-Jun,2030.0,18289.49,Mulund East,Moderate Risk,
4310,Mulund East,Jul-Sep,2030.0,18242.35667,Mulund East,Moderate Risk,
4311,Mulund East,Oct-Dec,2030.0,18702.94,Mulund East,Moderate Risk,
4312,Mumbai Central,Jan-Mar,2024.0,29169.98,Mumbai Central,Moderate Risk,
4313,Mumbai Central,Apr-Jun,2024.0,29246.04,Mumbai Central,Moderate Risk,
4314,Mumbai Central,Jul-Sep,2024.0,28920.302,Mumbai Central,Moderate Risk,
4315,Mumbai Central,Oct-Dec,2024.0,28978.472,Mumbai Central,Moderate Risk,
4316,Mumbai Central,Jan-Mar,2025.0,29736.216,Mumbai Central,Moderate Risk,
4317,Mumbai Central,Apr-Jun,2025.0,29789.686,Mumbai Central,Moderate Risk,
4318,Mumbai Central,Jul-Sep,2025.0,29888.08514,Mumbai Central,Moderate Risk,
4319,Mumbai Central,Oct-Dec,2025.0,30284.07914,Mumbai Central,Moderate Risk,
4320,Mumbai Central,Jan-Mar,2026.0,29115.17,Mumbai Central,Moderate Risk,
4321,Mumbai Central,Apr-Jun,2026.0,29114.79,Mumbai Central,Moderate Risk,
4322,Mumbai Central,Jul-Sep,2026.0,29542.17,Mumbai Central,Moderate Risk,
4323,Mumbai Central,Oct-Dec,2026.0,29149.79,Mumbai Central,Moderate Risk,
4324,Mumbai Central,Jan-Mar,2027.0,28424.31,Mumbai Central,Moderate Risk,
4325,Mumbai Central,Apr-Jun,2027.0,28777.09,Mumbai Central,Moderate Risk,
4326,Mumbai Central,Jul-Sep,2027.0,28402.59,Mumbai Central,Moderate Risk,
4327,Mumbai Central,Oct-Dec,2027.0,28422.85,Mumbai Central,Moderate Risk,
4328,Mumbai Central,Jan-Mar,2028.0,27792.87,Mumbai Central,Moderate Risk,
4329,Mumbai Central,Apr-Jun,2028.0,28015.48,Mumbai Central,Moderate Risk,
4330,Mumbai Central,Jul-Sep,2028.0,28132.69,Mumbai Central,Moderate Risk,
4331,Mumbai Central,Oct-Dec,2028.0,28206.8,Mumbai Central,Moderate Risk,
4332,Mumbai Central,Jan-Mar,2029.0,29229.19,Mumbai Central,Moderate Risk,
4333,Mumbai Central,Apr-Jun,2029.0,29475.84,Mumbai Central,Moderate Risk,
4334,Mumbai Central,Jul-Sep,2029.0,29306.55,Mumbai Central,Moderate Risk,
4335,Mumbai Central,Oct-Dec,2029.0,29048.96,Mumbai Central,Moderate Risk,
4336,Mumbai Central,Jan-Mar,2030.0,29169.98,Mumbai Central,Moderate Risk,
4337,Mumbai Central,Apr-Jun,2030.0,29246.04,Mumbai Central,Moderate Risk,
4338,Mumbai Central,Jul-Sep,2030.0,28920.302,Mumbai Central,Moderate Risk,
4339,Mumbai Central,Oct-Dec,2030.0,28978.472,Mumbai Central,Moderate Risk,
4340,Nahur East,Jan-Mar,2024.0,17360.42,Nahur East,Moderate Risk,
4341,Nahur East,Apr-Jun,2024.0,17240.42,Nahur East,Moderate Risk,
4342,Nahur East,Jul-Sep,2024.0,17650.83,Nahur East,Moderate Risk,
4343,Nahur East,Oct-Dec,2024.0,17524.3,Nahur East,Moderate Risk,
4344,Nahur East,Jan-Mar,2025.0,18505.824,Nahur East,Moderate Risk,
4345,Nahur East,Apr-Jun,2025.0,18031.22067,Nahur East,Moderate Risk,
4346,Nahur East,Jul-Sep,2025.0,17336.67467,Nahur East,Moderate Risk,
4347,Nahur East,Oct-Dec,2025.0,16073.382,Nahur East,Moderate Risk,
4348,Nahur East,Jan-Mar,2026.0,16869.87333,Nahur East,Moderate Risk,
4349,Nahur East,Apr-Jun,2026.0,16416.18333,Nahur East,Moderate Risk,
4350,Nahur East,Jul-Sep,2026.0,16475.76333,Nahur East,Moderate Risk,
4351,Nahur East,Oct-Dec,2026.0,16455.86,Nahur East,Moderate Risk,
4352,Nahur East,Jan-Mar,2027.0,16684.38,Nahur East,Moderate Risk,
4353,Nahur East,Apr-Jun,2027.0,16347.21,Nahur East,Moderate Risk,
4354,Nahur East,Jul-Sep,2027.0,16479.46667,Nahur East,Moderate Risk,
4355,Nahur East,Oct-Dec,2027.0,16784.4,Nahur East,Moderate Risk,
4356,Nahur East,Jan-Mar,2028.0,17527.21,Nahur East,Moderate Risk,
4357,Nahur East,Apr-Jun,2028.0,17485.31,Nahur East,Moderate Risk,
4358,Nahur East,Jul-Sep,2028.0,17458.80667,Nahur East,Moderate Risk,
4359,Nahur East,Oct-Dec,2028.0,17107.67,Nahur East,Moderate Risk,
4360,Nahur East,Jan-Mar,2029.0,16484.02,Nahur East,Moderate Risk,
4361,Nahur East,Apr-Jun,2029.0,16508.71,Nahur East,Moderate Risk,
4362,Nahur East,Jul-Sep,2029.0,16854.52,Nahur East,Moderate Risk,
4363,Nahur East,Oct-Dec,2029.0,16978.33,Nahur East,Moderate Risk,
4364,Nahur East,Jan-Mar,2030.0,17360.42,Nahur East,Moderate Risk,
4365,Nahur East,Apr-Jun,2030.0,17240.42,Nahur East,Moderate Risk,
4366,Nahur East,Jul-Sep,2030.0,17650.83,Nahur East,Moderate Risk,
4367,Nahur East,Oct-Dec,2030.0,17524.3,Nahur East,Moderate Risk,
4368,Naigaon East,Jan-Mar,2024.0,5821.01,Naigaon East,High Risk,
4369,Naigaon East,Apr-Jun,2024.0,5970.34,Naigaon East,High Risk,
4370,Naigaon East,Jul-Sep,2024.0,5814.5,Naigaon East,High Risk,
4371,Naigaon East,Oct-Dec,2024.0,5794.81,Naigaon East,High Risk,
4372,Naigaon East,Jan-Mar,2025.0,5892.61,Naigaon East,High Risk,
4373,Naigaon East,Apr-Jun,2025.0,5977.38,Naigaon East,High Risk,
4374,Naigaon East,Jul-Sep,2025.0,4625.81,Naigaon East,High Risk,
4375,Naigaon East,Oct-Dec,2025.0,4481.38,Naigaon East,High Risk,
4376,Naigaon East,Jan-Mar,2026.0,4643.13,Naigaon East,High Risk,
4377,Naigaon East,Apr-Jun,2026.0,4677.48,Naigaon East,High Risk,
4378,Naigaon East,Jul-Sep,2026.0,4865.26,Naigaon East,High Risk,
4379,Naigaon East,Oct-Dec,2026.0,4853.65,Naigaon East,High Risk,
4380,Naigaon East,Jan-Mar,2027.0,4912.68,Naigaon East,High Risk,
4381,Naigaon East,Apr-Jun,2027.0,4971.33,Naigaon East,High Risk,
4382,Naigaon East,Jul-Sep,2027.0,5042.07,Naigaon East,High Risk,
4383,Naigaon East,Oct-Dec,2027.0,5082.97,Naigaon East,High Risk,
4384,Naigaon East,Jan-Mar,2028.0,5186.01,Naigaon East,High Risk,
4385,Naigaon East,Apr-Jun,2028.0,5274.97,Naigaon East,High Risk,
4386,Naigaon East,Jul-Sep,2028.0,5208.58,Naigaon East,High Risk,
4387,Naigaon East,Oct-Dec,2028.0,5250.82,Naigaon East,High Risk,
4388,Naigaon East,Jan-Mar,2029.0,5316.06,Naigaon East,High Risk,
4389,Naigaon East,Apr-Jun,2029.0,5417.09,Naigaon East,High Risk,
4390,Naigaon East,Jul-Sep,2029.0,5551.92,Naigaon East,High Risk,
4391,Naigaon East,Oct-Dec,2029.0,5644.36,Naigaon East,High Risk,
4392,Naigaon East,Jan-Mar,2030.0,5821.01,Naigaon East,High Risk,
4393,Naigaon East,Apr-Jun,2030.0,5970.34,Naigaon East,High Risk,
4394,Naigaon East,Jul-Sep,2030.0,5814.5,Naigaon East,High Risk,
4395,Naigaon East,Oct-Dec,2030.0,5794.81,Naigaon East,High Risk,
4396,Naigaon Palghar,Jan-Mar,2024.0,5804.21,Naigaon Palghar,High Risk,
4397,Naigaon Palghar,Apr-Jun,2024.0,5890.37,Naigaon Palghar,High Risk,
4398,Naigaon Palghar,Jul-Sep,2024.0,5754.55,Naigaon Palghar,High Risk,
4399,Naigaon Palghar,Oct-Dec,2024.0,5729.63,Naigaon Palghar,High Risk,
4400,Naigaon Palghar,Jan-Mar,2025.0,5898.36,Naigaon Palghar,High Risk,
4401,Naigaon Palghar,Apr-Jun,2025.0,5908.48,Naigaon Palghar,High Risk,
4402,Naigaon Palghar,Jul-Sep,2025.0,4580.16,Naigaon Palghar,High Risk,
4403,Naigaon Palghar,Oct-Dec,2025.0,4490.7,Naigaon Palghar,High Risk,
4404,Naigaon Palghar,Jan-Mar,2026.0,4618.59,Naigaon Palghar,High Risk,
4405,Naigaon Palghar,Apr-Jun,2026.0,4653.83,Naigaon Palghar,High Risk,
4406,Naigaon Palghar,Jul-Sep,2026.0,4842.24,Naigaon Palghar,High Risk,
4407,Naigaon Palghar,Oct-Dec,2026.0,4820.55,Naigaon Palghar,High Risk,
4408,Naigaon Palghar,Jan-Mar,2027.0,4894.51,Naigaon Palghar,High Risk,
4409,Naigaon Palghar,Apr-Jun,2027.0,4969.45,Naigaon Palghar,High Risk,
4410,Naigaon Palghar,Jul-Sep,2027.0,5046.66,Naigaon Palghar,High Risk,
4411,Naigaon Palghar,Oct-Dec,2027.0,5077.9,Naigaon Palghar,High Risk,
4412,Naigaon Palghar,Jan-Mar,2028.0,5157.27,Naigaon Palghar,High Risk,
4413,Naigaon Palghar,Apr-Jun,2028.0,5247.78,Naigaon Palghar,High Risk,
4414,Naigaon Palghar,Jul-Sep,2028.0,5192.32,Naigaon Palghar,High Risk,
4415,Naigaon Palghar,Oct-Dec,2028.0,5241.02,Naigaon Palghar,High Risk,
4416,Naigaon Palghar,Jan-Mar,2029.0,5328.17,Naigaon Palghar,High Risk,
4417,Naigaon Palghar,Apr-Jun,2029.0,5430.5,Naigaon Palghar,High Risk,
4418,Naigaon Palghar,Jul-Sep,2029.0,5523.92,Naigaon Palghar,High Risk,
4419,Naigaon Palghar,Oct-Dec,2029.0,5608.14,Naigaon Palghar,High Risk,
4420,Naigaon Palghar,Jan-Mar,2030.0,5804.21,Naigaon Palghar,High Risk,
4421,Naigaon Palghar,Apr-Jun,2030.0,5890.37,Naigaon Palghar,High Risk,
4422,Naigaon Palghar,Jul-Sep,2030.0,5754.55,Naigaon Palghar,High Risk,
4423,Naigaon Palghar,Oct-Dec,2030.0,5729.63,Naigaon Palghar,High Risk,
4424,Nala Sopara,Jan-Mar,2024.0,5060.79,Nala Sopara,High Risk,
4425,Nala Sopara,Apr-Jun,2024.0,5072.63,Nala Sopara,High Risk,
4426,Nala Sopara,Jul-Sep,2024.0,5253.041667,Nala Sopara,High Risk,
4427,Nala Sopara,Oct-Dec,2024.0,5291.88,Nala Sopara,High Risk,
4428,Nala Sopara,Jan-Mar,2025.0,5441.06,Nala Sopara,High Risk,
4429,Nala Sopara,Apr-Jun,2025.0,5412.365,Nala Sopara,High Risk,
4430,Nala Sopara,Jul-Sep,2025.0,4948.044167,Nala Sopara,High Risk,
4431,Nala Sopara,Oct-Dec,2025.0,4870.715,Nala Sopara,High Risk,
4432,Nala Sopara,Jan-Mar,2026.0,4613.96,Nala Sopara,High Risk,
4433,Nala Sopara,Apr-Jun,2026.0,4704.58,Nala Sopara,High Risk,
4434,Nala Sopara,Jul-Sep,2026.0,4794.72,Nala Sopara,High Risk,
4435,Nala Sopara,Oct-Dec,2026.0,4721.55,Nala Sopara,High Risk,
4436,Nala Sopara,Jan-Mar,2027.0,4753.99,Nala Sopara,High Risk,
4437,Nala Sopara,Apr-Jun,2027.0,4881.14,Nala Sopara,High Risk,
4438,Nala Sopara,Jul-Sep,2027.0,4882.31,Nala Sopara,High Risk,
4439,Nala Sopara,Oct-Dec,2027.0,4802.46,Nala Sopara,High Risk,
4440,Nala Sopara,Jan-Mar,2028.0,4714.59,Nala Sopara,High Risk,
4441,Nala Sopara,Apr-Jun,2028.0,4902.71,Nala Sopara,High Risk,
4442,Nala Sopara,Jul-Sep,2028.0,4816.76,Nala Sopara,High Risk,
4443,Nala Sopara,Oct-Dec,2028.0,4766.32,Nala Sopara,High Risk,
4444,Nala Sopara,Jan-Mar,2029.0,4773.56,Nala Sopara,High Risk,
4445,Nala Sopara,Apr-Jun,2029.0,4967.09,Nala Sopara,High Risk,
4446,Nala Sopara,Jul-Sep,2029.0,4933.48,Nala Sopara,High Risk,
4447,Nala Sopara,Oct-Dec,2029.0,4908.45,Nala Sopara,High Risk,
4448,Nala Sopara,Jan-Mar,2030.0,5060.79,Nala Sopara,High Risk,
4449,Nala Sopara,Apr-Jun,2030.0,5072.63,Nala Sopara,High Risk,
4450,Nala Sopara,Jul-Sep,2030.0,5253.041667,Nala Sopara,High Risk,
4451,Nala Sopara,Oct-Dec,2030.0,5291.88,Nala Sopara,High Risk,
4452,Nalasopara East,Jan-Mar,2024.0,5141.67,Nalasopara East,High Risk,
4453,Nalasopara East,Apr-Jun,2024.0,5119.67,Nalasopara East,High Risk,
4454,Nalasopara East,Jul-Sep,2024.0,5367.784167,Nalasopara East,High Risk,
4455,Nalasopara East,Oct-Dec,2024.0,5329.75,Nalasopara East,High Risk,
4456,Nalasopara East,Jan-Mar,2025.0,5509.285,Nalasopara East,High Risk,
4457,Nalasopara East,Apr-Jun,2025.0,5516.245,Nalasopara East,High Risk,
4458,Nalasopara East,Jul-Sep,2025.0,5058.631667,Nalasopara East,High Risk,
4459,Nalasopara East,Oct-Dec,2025.0,4922.184167,Nalasopara East,High Risk,
4460,Nalasopara East,Jan-Mar,2026.0,4769.89,Nalasopara East,High Risk,
4461,Nalasopara East,Apr-Jun,2026.0,4804.03,Nalasopara East,High Risk,
4462,Nalasopara East,Jul-Sep,2026.0,4921.85,Nalasopara East,High Risk,
4463,Nalasopara East,Oct-Dec,2026.0,4884.75,Nalasopara East,High Risk,
4464,Nalasopara East,Jan-Mar,2027.0,4836.73,Nalasopara East,High Risk,
4465,Nalasopara East,Apr-Jun,2027.0,4995.59,Nalasopara East,High Risk,
4466,Nalasopara East,Jul-Sep,2027.0,4990.71,Nalasopara East,High Risk,
4467,Nalasopara East,Oct-Dec,2027.0,4950.61,Nalasopara East,High Risk,
4468,Nalasopara East,Jan-Mar,2028.0,4882.2,Nalasopara East,High Risk,
4469,Nalasopara East,Apr-Jun,2028.0,4985.91,Nalasopara East,High Risk,
4470,Nalasopara East,Jul-Sep,2028.0,4897.27,Nalasopara East,High Risk,
4471,Nalasopara East,Oct-Dec,2028.0,4896.64,Nalasopara East,High Risk,
4472,Nalasopara East,Jan-Mar,2029.0,4857.38,Nalasopara East,High Risk,
4473,Nalasopara East,Apr-Jun,2029.0,5091.16,Nalasopara East,High Risk,
4474,Nalasopara East,Jul-Sep,2029.0,5015.94,Nalasopara East,High Risk,
4475,Nalasopara East,Oct-Dec,2029.0,4994.18,Nalasopara East,High Risk,
4476,Nalasopara East,Jan-Mar,2030.0,5141.67,Nalasopara East,High Risk,
4477,Nalasopara East,Apr-Jun,2030.0,5119.67,Nalasopara East,High Risk,
4478,Nalasopara East,Jul-Sep,2030.0,5367.784167,Nalasopara East,High Risk,
4479,Nalasopara East,Oct-Dec,2030.0,5329.75,Nalasopara East,High Risk,
4480,Nalasopara West,Jan-Mar,2024.0,5149.92,Nalasopara West,High Risk,
4481,Nalasopara West,Apr-Jun,2024.0,5121.05,Nalasopara West,High Risk,
4482,Nalasopara West,Jul-Sep,2024.0,5285.524881,Nalasopara West,High Risk,
4483,Nalasopara West,Oct-Dec,2024.0,5266.204881,Nalasopara West,High Risk,
4484,Nalasopara West,Jan-Mar,2025.0,5456.376667,Nalasopara West,High Risk,
4485,Nalasopara West,Apr-Jun,2025.0,5401.646667,Nalasopara West,High Risk,
4486,Nalasopara West,Jul-Sep,2025.0,4853.8315,Nalasopara West,High Risk,
4487,Nalasopara West,Oct-Dec,2025.0,4840.458548,Nalasopara West,High Risk,
4488,Nalasopara West,Jan-Mar,2026.0,4478.24,Nalasopara West,High Risk,
4489,Nalasopara West,Apr-Jun,2026.0,4606.1,Nalasopara West,High Risk,
4490,Nalasopara West,Jul-Sep,2026.0,4590.09,Nalasopara West,High Risk,
4491,Nalasopara West,Oct-Dec,2026.0,4612.64,Nalasopara West,High Risk,
4492,Nalasopara West,Jan-Mar,2027.0,4598.61,Nalasopara West,High Risk,
4493,Nalasopara West,Apr-Jun,2027.0,4716.2,Nalasopara West,High Risk,
4494,Nalasopara West,Jul-Sep,2027.0,4826.95,Nalasopara West,High Risk,
4495,Nalasopara West,Oct-Dec,2027.0,4787.94,Nalasopara West,High Risk,
4496,Nalasopara West,Jan-Mar,2028.0,4795.48,Nalasopara West,High Risk,
4497,Nalasopara West,Apr-Jun,2028.0,4989.52,Nalasopara West,High Risk,
4498,Nalasopara West,Jul-Sep,2028.0,4880.436667,Nalasopara West,High Risk,
4499,Nalasopara West,Oct-Dec,2028.0,4825.31,Nalasopara West,High Risk,
4500,Nalasopara West,Jan-Mar,2029.0,4804.29,Nalasopara West,High Risk,
4501,Nalasopara West,Apr-Jun,2029.0,5087.19,Nalasopara West,High Risk,
