,location,quarter,year,avg_price,Locality,Final Risk Calculated,Unnamed: 2
1254,Chembur East,Jul-Sep,2029.0,19862.77,Chembur East,Moderate Risk,
1255,Chembur East,Oct-Dec,2029.0,19798.16,Chembur East,Moderate Risk,
1256,Chembur East,Jan-Mar,2030.0,20972.05,Chembur East,Moderate Risk,
1257,Chembur East,Apr-Jun,2030.0,20918.11,Chembur East,Moderate Risk,
1258,Chembur East,Jul-Sep,2030.0,20996.52405,Chembur East,Moderate Risk,
1259,Chembur East,Oct-Dec,2030.0,20516.45,Chembur East,Moderate Risk,
1260,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2024.0,32921.43,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1261,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2024.0,33081.43,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1262,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2024.0,34186.3,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1263,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2024.0,33296.93,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1264,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2025.0,34875.53,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1265,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2025.0,33877.46,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1266,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2025.0,34727.81,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1267,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2025.0,28528.75,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1268,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2026.0,24305.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1269,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2026.0,24450.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1270,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2026.0,24870.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1271,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2026.0,25290.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1272,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2027.0,26275.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1273,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2027.0,26490.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1274,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2027.0,26830.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1275,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2027.0,27220.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1276,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2028.0,28646.93,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1277,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2028.0,28716.93,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1278,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2028.0,29078.86,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1279,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2028.0,28995.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1280,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2029.0,30174.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1281,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2029.0,30409.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1282,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2029.0,30929.5,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1283,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2029.0,31253.0,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1284,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2030.0,32921.43,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1285,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2030.0,33081.43,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1286,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2030.0,34186.3,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1287,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2030.0,33296.93,Chhatrapati Shivaji Maharaj International Airport Road,Low Risk,
1288,Chincholi Bunder,Jan-Mar,2024.0,18074.38,Chincholi Bunder,High Risk,
1289,Chincholi Bunder,Apr-Jun,2024.0,17464.52,Chincholi Bunder,High Risk,
1290,Chincholi Bunder,Jul-Sep,2024.0,17683.515,Chincholi Bunder,High Risk,
1291,Chincholi Bunder,Oct-Dec,2024.0,16752.72,Chincholi Bunder,High Risk,
1292,Chincholi Bunder,Jan-Mar,2025.0,19543.9575,Chincholi Bunder,High Risk,
1293,Chincholi Bunder,Apr-Jun,2025.0,17819.195,Chincholi Bunder,High Risk,
1294,Chincholi Bunder,Jul-Sep,2025.0,14116.3025,Chincholi Bunder,High Risk,
1295,Chincholi Bunder,Oct-Dec,2025.0,9827.4175,Chincholi Bunder,High Risk,
1296,Chincholi Bunder,Jan-Mar,2026.0,8315.0,Chincholi Bunder,High Risk,
1297,Chincholi Bunder,Apr-Jun,2026.0,8540.0,Chincholi Bunder,High Risk,
1298,Chincholi Bunder,Jul-Sep,2026.0,8970.0,Chincholi Bunder,High Risk,
1299,Chincholi Bunder,Oct-Dec,2026.0,9020.0,Chincholi Bunder,High Risk,
1300,Chincholi Bunder,Jan-Mar,2027.0,10180.0,Chincholi Bunder,High Risk,
1301,Chincholi Bunder,Apr-Jun,2027.0,10462.5,Chincholi Bunder,High Risk,
1302,Chincholi Bunder,Jul-Sep,2027.0,10962.5,Chincholi Bunder,High Risk,
1303,Chincholi Bunder,Oct-Dec,2027.0,11272.5,Chincholi Bunder,High Risk,
1304,Chincholi Bunder,Jan-Mar,2028.0,14308.32,Chincholi Bunder,High Risk,
1305,Chincholi Bunder,Apr-Jun,2028.0,13170.52,Chincholi Bunder,High Risk,
1306,Chincholi Bunder,Jul-Sep,2028.0,13158.665,Chincholi Bunder,High Risk,
1307,Chincholi Bunder,Oct-Dec,2028.0,13157.5,Chincholi Bunder,High Risk,
1308,Chincholi Bunder,Jan-Mar,2029.0,14479.06,Chincholi Bunder,High Risk,
1309,Chincholi Bunder,Apr-Jun,2029.0,14562.5,Chincholi Bunder,High Risk,
1310,Chincholi Bunder,Jul-Sep,2029.0,15093.98,Chincholi Bunder,High Risk,
1311,Chincholi Bunder,Oct-Dec,2029.0,15069.44,Chincholi Bunder,High Risk,
1312,Chincholi Bunder,Jan-Mar,2030.0,18074.38,Chincholi Bunder,High Risk,
1313,Chincholi Bunder,Apr-Jun,2030.0,17464.52,Chincholi Bunder,High Risk,
1314,Chincholi Bunder,Jul-Sep,2030.0,17683.515,Chincholi Bunder,High Risk,
1315,Chincholi Bunder,Oct-Dec,2030.0,16752.72,Chincholi Bunder,High Risk,
1316,Chincholi Bunder Road,Jan-Mar,2024.0,19500.92,Chincholi Bunder Road,High Risk,
1317,Chincholi Bunder Road,Apr-Jun,2024.0,19579.36,Chincholi Bunder Road,High Risk,
1318,Chincholi Bunder Road,Jul-Sep,2024.0,19843.995,Chincholi Bunder Road,High Risk,
1319,Chincholi Bunder Road,Oct-Dec,2024.0,19754.18,Chincholi Bunder Road,High Risk,
1320,Chincholi Bunder Road,Jan-Mar,2025.0,19059.0925,Chincholi Bunder Road,High Risk,
1321,Chincholi Bunder Road,Apr-Jun,2025.0,18171.8725,Chincholi Bunder Road,High Risk,
1322,Chincholi Bunder Road,Jul-Sep,2025.0,16533.207,Chincholi Bunder Road,High Risk,
1323,Chincholi Bunder Road,Oct-Dec,2025.0,14203.5125,Chincholi Bunder Road,High Risk,
1324,Chincholi Bunder Road,Jan-Mar,2026.0,11585.0,Chincholi Bunder Road,High Risk,
1325,Chincholi Bunder Road,Apr-Jun,2026.0,11840.0,Chincholi Bunder Road,High Risk,
1326,Chincholi Bunder Road,Jul-Sep,2026.0,12215.0,Chincholi Bunder Road,High Risk,
1327,Chincholi Bunder Road,Oct-Dec,2026.0,12597.5,Chincholi Bunder Road,High Risk,
1328,Chincholi Bunder Road,Jan-Mar,2027.0,13347.5,Chincholi Bunder Road,High Risk,
1329,Chincholi Bunder Road,Apr-Jun,2027.0,13655.0,Chincholi Bunder Road,High Risk,
1330,Chincholi Bunder Road,Jul-Sep,2027.0,14025.0,Chincholi Bunder Road,High Risk,
1331,Chincholi Bunder Road,Oct-Dec,2027.0,14425.0,Chincholi Bunder Road,High Risk,
1332,Chincholi Bunder Road,Jan-Mar,2028.0,16607.13,Chincholi Bunder Road,High Risk,
1333,Chincholi Bunder Road,Apr-Jun,2028.0,16079.95,Chincholi Bunder Road,High Risk,
1334,Chincholi Bunder Road,Jul-Sep,2028.0,16240.0,Chincholi Bunder Road,High Risk,
1335,Chincholi Bunder Road,Oct-Dec,2028.0,16307.5,Chincholi Bunder Road,High Risk,
1336,Chincholi Bunder Road,Jan-Mar,2029.0,17285.0,Chincholi Bunder Road,High Risk,
1337,Chincholi Bunder Road,Apr-Jun,2029.0,17255.0,Chincholi Bunder Road,High Risk,
1338,Chincholi Bunder Road,Jul-Sep,2029.0,17740.0,Chincholi Bunder Road,High Risk,
1339,Chincholi Bunder Road,Oct-Dec,2029.0,17560.18,Chincholi Bunder Road,High Risk,
1340,Chincholi Bunder Road,Jan-Mar,2030.0,19500.92,Chincholi Bunder Road,High Risk,
1341,Chincholi Bunder Road,Apr-Jun,2030.0,19579.36,Chincholi Bunder Road,High Risk,
1342,Chincholi Bunder Road,Jul-Sep,2030.0,19843.995,Chincholi Bunder Road,High Risk,
1343,Chincholi Bunder Road,Oct-Dec,2030.0,19754.18,Chincholi Bunder Road,High Risk,
1344,Chinchpokli,Jan-Mar,2024.0,29444.0,Chinchpokli,High Risk,
1345,Chinchpokli,Apr-Jun,2024.0,29813.33,Chinchpokli,High Risk,
1346,Chinchpokli,Jul-Sep,2024.0,29593.53,Chinchpokli,High Risk,
1347,Chinchpokli,Oct-Dec,2024.0,27074.28,Chinchpokli,High Risk,
1348,Chinchpokli,Jan-Mar,2025.0,30184.78,Chinchpokli,High Risk,
1349,Chinchpokli,Apr-Jun,2025.0,30921.71,Chinchpokli,High Risk,
1350,Chinchpokli,Jul-Sep,2025.0,30116.14,Chinchpokli,High Risk,
1351,Chinchpokli,Oct-Dec,2025.0,21746.17,Chinchpokli,High Risk,
1352,Chinchpokli,Jan-Mar,2026.0,19081.5,Chinchpokli,High Risk,
1353,Chinchpokli,Apr-Jun,2026.0,19325.0,Chinchpokli,High Risk,
1354,Chinchpokli,Jul-Sep,2026.0,19678.5,Chinchpokli,High Risk,
1355,Chinchpokli,Oct-Dec,2026.0,20547.92,Chinchpokli,High Risk,
1356,Chinchpokli,Jan-Mar,2027.0,20839.6,Chinchpokli,High Risk,
1357,Chinchpokli,Apr-Jun,2027.0,21065.6,Chinchpokli,High Risk,
1358,Chinchpokli,Jul-Sep,2027.0,21121.08,Chinchpokli,High Risk,
1359,Chinchpokli,Oct-Dec,2027.0,22304.42,Chinchpokli,High Risk,
1360,Chinchpokli,Jan-Mar,2028.0,28617.53,Chinchpokli,High Risk,
1361,Chinchpokli,Apr-Jun,2028.0,27906.37,Chinchpokli,High Risk,
1362,Chinchpokli,Jul-Sep,2028.0,28134.06,Chinchpokli,High Risk,
1363,Chinchpokli,Oct-Dec,2028.0,24297.45,Chinchpokli,High Risk,
1364,Chinchpokli,Jan-Mar,2029.0,32434.66,Chinchpokli,High Risk,
1365,Chinchpokli,Apr-Jun,2029.0,30908.86,Chinchpokli,High Risk,
1366,Chinchpokli,Jul-Sep,2029.0,30515.73,Chinchpokli,High Risk,
1367,Chinchpokli,Oct-Dec,2029.0,27394.9,Chinchpokli,High Risk,
1368,Chinchpokli,Jan-Mar,2030.0,29444.0,Chinchpokli,High Risk,
1369,Chinchpokli,Apr-Jun,2030.0,29813.33,Chinchpokli,High Risk,
1370,Chinchpokli,Jul-Sep,2030.0,29593.53,Chinchpokli,High Risk,
1371,Chinchpokli,Oct-Dec,2030.0,27074.28,Chinchpokli,High Risk,
1372,Chunabhatti,Jan-Mar,2024.0,21503.66,Chunabhatti,Moderate Risk,
1373,Chunabhatti,Apr-Jun,2024.0,21607.15,Chunabhatti,Moderate Risk,
1374,Chunabhatti,Jul-Sep,2024.0,20366.76,Chunabhatti,Moderate Risk,
1375,Chunabhatti,Oct-Dec,2024.0,19952.45,Chunabhatti,Moderate Risk,
1376,Chunabhatti,Jan-Mar,2025.0,21607.67,Chunabhatti,Moderate Risk,
1377,Chunabhatti,Apr-Jun,2025.0,21321.11,Chunabhatti,Moderate Risk,
1378,Chunabhatti,Jul-Sep,2025.0,18778.4,Chunabhatti,Moderate Risk,
1379,Chunabhatti,Oct-Dec,2025.0,17808.28,Chunabhatti,Moderate Risk,
1380,Chunabhatti,Jan-Mar,2026.0,17792.5,Chunabhatti,Moderate Risk,
1381,Chunabhatti,Apr-Jun,2026.0,17769.83,Chunabhatti,Moderate Risk,
1382,Chunabhatti,Jul-Sep,2026.0,17652.0,Chunabhatti,Moderate Risk,
1383,Chunabhatti,Oct-Dec,2026.0,17957.12,Chunabhatti,Moderate Risk,
1384,Chunabhatti,Jan-Mar,2027.0,18163.5,Chunabhatti,Moderate Risk,
1385,Chunabhatti,Apr-Jun,2027.0,18256.64,Chunabhatti,Moderate Risk,
1386,Chunabhatti,Jul-Sep,2027.0,18427.9,Chunabhatti,Moderate Risk,
1387,Chunabhatti,Oct-Dec,2027.0,18824.26,Chunabhatti,Moderate Risk,
1388,Chunabhatti,Jan-Mar,2028.0,19383.01,Chunabhatti,Moderate Risk,
1389,Chunabhatti,Apr-Jun,2028.0,19507.79,Chunabhatti,Moderate Risk,
1390,Chunabhatti,Jul-Sep,2028.0,19337.69,Chunabhatti,Moderate Risk,
1391,Chunabhatti,Oct-Dec,2028.0,19447.03,Chunabhatti,Moderate Risk,
1392,Chunabhatti,Jan-Mar,2029.0,20311.99,Chunabhatti,Moderate Risk,
1393,Chunabhatti,Apr-Jun,2029.0,20503.56,Chunabhatti,Moderate Risk,
1394,Chunabhatti,Jul-Sep,2029.0,20736.27,Chunabhatti,Moderate Risk,
1395,Chunabhatti,Oct-Dec,2029.0,21007.16,Chunabhatti,Moderate Risk,
1396,Chunabhatti,Jan-Mar,2030.0,21503.66,Chunabhatti,Moderate Risk,
1397,Chunabhatti,Apr-Jun,2030.0,21607.15,Chunabhatti,Moderate Risk,
1398,Chunabhatti,Jul-Sep,2030.0,20366.76,Chunabhatti,Moderate Risk,
1399,Chunabhatti,Oct-Dec,2030.0,19952.45,Chunabhatti,Moderate Risk,
1400,Cuffe Parade,Jan-Mar,2024.0,55713.06,Cuffe Parade,Low Risk,
1401,Cuffe Parade,Apr-Jun,2024.0,55996.995,Cuffe Parade,Low Risk,
1402,Cuffe Parade,Jul-Sep,2024.0,55113.27167,Cuffe Parade,Low Risk,
1403,Cuffe Parade,Oct-Dec,2024.0,55382.105,Cuffe Parade,Low Risk,
1404,Cuffe Parade,Jan-Mar,2025.0,57443.02517,Cuffe Parade,Low Risk,
1405,Cuffe Parade,Apr-Jun,2025.0,57356.33283,Cuffe Parade,Low Risk,
1406,Cuffe Parade,Jul-Sep,2025.0,57931.7995,Cuffe Parade,Low Risk,
1407,Cuffe Parade,Oct-Dec,2025.0,58679.00983,Cuffe Parade,Low Risk,
1408,Cuffe Parade,Jan-Mar,2026.0,57585.77,Cuffe Parade,Low Risk,
1409,Cuffe Parade,Apr-Jun,2026.0,57180.11,Cuffe Parade,Low Risk,
1410,Cuffe Parade,Jul-Sep,2026.0,54196.28667,Cuffe Parade,Low Risk,
1411,Cuffe Parade,Oct-Dec,2026.0,53721.28,Cuffe Parade,Low Risk,
1412,Cuffe Parade,Jan-Mar,2027.0,53690.64,Cuffe Parade,Low Risk,
1413,Cuffe Parade,Apr-Jun,2027.0,53306.61,Cuffe Parade,Low Risk,
1414,Cuffe Parade,Jul-Sep,2027.0,53697.96,Cuffe Parade,Low Risk,
1415,Cuffe Parade,Oct-Dec,2027.0,53675.83,Cuffe Parade,Low Risk,
1416,Cuffe Parade,Jan-Mar,2028.0,57511.73,Cuffe Parade,Low Risk,
1417,Cuffe Parade,Apr-Jun,2028.0,56596.88,Cuffe Parade,Low Risk,
1418,Cuffe Parade,Jul-Sep,2028.0,56632.785,Cuffe Parade,Low Risk,
1419,Cuffe Parade,Oct-Dec,2028.0,57144.37,Cuffe Parade,Low Risk,
1420,Cuffe Parade,Jan-Mar,2029.0,57229.05,Cuffe Parade,Low Risk,
1421,Cuffe Parade,Apr-Jun,2029.0,57673.68,Cuffe Parade,Low Risk,
1422,Cuffe Parade,Jul-Sep,2029.0,56825.81,Cuffe Parade,Low Risk,
1423,Cuffe Parade,Oct-Dec,2029.0,55880.79,Cuffe Parade,Low Risk,
1424,Cuffe Parade,Jan-Mar,2030.0,55713.06,Cuffe Parade,Low Risk,
1425,Cuffe Parade,Apr-Jun,2030.0,55996.995,Cuffe Parade,Low Risk,
1426,Cuffe Parade,Jul-Sep,2030.0,55113.27167,Cuffe Parade,Low Risk,
1427,Cuffe Parade,Oct-Dec,2030.0,55382.105,Cuffe Parade,Low Risk,
1428,Cumballa Hill,Jan-Mar,2024.0,54554.4,Cumballa Hill,Low Risk,
1429,Cumballa Hill,Apr-Jun,2024.0,55549.99,Cumballa Hill,Low Risk,
1430,Cumballa Hill,Jul-Sep,2024.0,54758.33,Cumballa Hill,Low Risk,
1431,Cumballa Hill,Oct-Dec,2024.0,54747.9,Cumballa Hill,Low Risk,
1432,Cumballa Hill,Jan-Mar,2025.0,55030.52,Cumballa Hill,Low Risk,
1433,Cumballa Hill,Apr-Jun,2025.0,54862.11,Cumballa Hill,Low Risk,
1434,Cumballa Hill,Jul-Sep,2025.0,56427.78,Cumballa Hill,Low Risk,
1435,Cumballa Hill,Oct-Dec,2025.0,56339.78,Cumballa Hill,Low Risk,
1436,Cumballa Hill,Jan-Mar,2026.0,56264.08,Cumballa Hill,Low Risk,
1437,Cumballa Hill,Apr-Jun,2026.0,56612.3,Cumballa Hill,Low Risk,
1438,Cumballa Hill,Jul-Sep,2026.0,57959.54,Cumballa Hill,Low Risk,
1439,Cumballa Hill,Oct-Dec,2026.0,54373.23,Cumballa Hill,Low Risk,
1440,Cumballa Hill,Jan-Mar,2027.0,52707.0,Cumballa Hill,Low Risk,
1441,Cumballa Hill,Apr-Jun,2027.0,52970.91,Cumballa Hill,Low Risk,
1442,Cumballa Hill,Jul-Sep,2027.0,52143.84,Cumballa Hill,Low Risk,
1443,Cumballa Hill,Oct-Dec,2027.0,52172.05,Cumballa Hill,Low Risk,
1444,Cumballa Hill,Jan-Mar,2028.0,53767.2,Cumballa Hill,Low Risk,
1445,Cumballa Hill,Apr-Jun,2028.0,53408.56,Cumballa Hill,Low Risk,
1446,Cumballa Hill,Jul-Sep,2028.0,52550.24,Cumballa Hill,Low Risk,
1447,Cumballa Hill,Oct-Dec,2028.0,52610.96,Cumballa Hill,Low Risk,
1448,Cumballa Hill,Jan-Mar,2029.0,53539.8,Cumballa Hill,Low Risk,
1449,Cumballa Hill,Apr-Jun,2029.0,53867.82,Cumballa Hill,Low Risk,
1450,Cumballa Hill,Jul-Sep,2029.0,53017.7,Cumballa Hill,Low Risk,
1451,Cumballa Hill,Oct-Dec,2029.0,52991.84,Cumballa Hill,Low Risk,
1452,Cumballa Hill,Jan-Mar,2030.0,54554.4,Cumballa Hill,Low Risk,
1453,Cumballa Hill,Apr-Jun,2030.0,55549.99,Cumballa Hill,Low Risk,
1454,Cumballa Hill,Jul-Sep,2030.0,54758.33,Cumballa Hill,Low Risk,
1455,Cumballa Hill,Oct-Dec,2030.0,54747.9,Cumballa Hill,Low Risk,
1456,Dadar,Jan-Mar,2024.0,34983.09,Dadar,Low Risk,
1457,Dadar,Apr-Jun,2024.0,34962.08,Dadar,Low Risk,
1458,Dadar,Jul-Sep,2024.0,35626.99733,Dadar,Low Risk,
1459,Dadar,Oct-Dec,2024.0,34468.79,Dadar,Low Risk,
1460,Dadar,Jan-Mar,2025.0,37580.91333,Dadar,Low Risk,
1461,Dadar,Apr-Jun,2025.0,37578.855,Dadar,Low Risk,
1462,Dadar,Jul-Sep,2025.0,35685.26588,Dadar,Low Risk,
1463,Dadar,Oct-Dec,2025.0,33213.68083,Dadar,Low Risk,
1464,Dadar,Jan-Mar,2026.0,32013.24,Dadar,Low Risk,
1465,Dadar,Apr-Jun,2026.0,32372.84,Dadar,Low Risk,
1466,Dadar,Jul-Sep,2026.0,32270.91,Dadar,Low Risk,
1467,Dadar,Oct-Dec,2026.0,31612.14,Dadar,Low Risk,
1468,Dadar,Jan-Mar,2027.0,30869.76,Dadar,Low Risk,
1469,Dadar,Apr-Jun,2027.0,30947.64,Dadar,Low Risk,
1470,Dadar,Jul-Sep,2027.0,31432.93,Dadar,Low Risk,
1471,Dadar,Oct-Dec,2027.0,31482.24,Dadar,Low Risk,
1472,Dadar,Jan-Mar,2028.0,33173.59,Dadar,Low Risk,
1473,Dadar,Apr-Jun,2028.0,32804.49,Dadar,Low Risk,
1474,Dadar,Jul-Sep,2028.0,32914.945,Dadar,Low Risk,
1475,Dadar,Oct-Dec,2028.0,33497.78,Dadar,Low Risk,
1476,Dadar,Jan-Mar,2029.0,33929.75,Dadar,Low Risk,
1477,Dadar,Apr-Jun,2029.0,33648.72,Dadar,Low Risk,
1478,Dadar,Jul-Sep,2029.0,33407.55,Dadar,Low Risk,
1479,Dadar,Oct-Dec,2029.0,33656.46,Dadar,Low Risk,
1480,Dadar,Jan-Mar,2030.0,34983.09,Dadar,Low Risk,
1481,Dadar,Apr-Jun,2030.0,34962.08,Dadar,Low Risk,
1482,Dadar,Jul-Sep,2030.0,35626.99733,Dadar,Low Risk,
1483,Dadar,Oct-Dec,2030.0,34468.79,Dadar,Low Risk,
1484,Dadar East,Jan-Mar,2024.0,34239.91,Dadar East,Moderate Risk,
1485,Dadar East,Apr-Jun,2024.0,34328.87,Dadar East,Moderate Risk,
1486,Dadar East,Jul-Sep,2024.0,33581.3965,Dadar East,Moderate Risk,
1487,Dadar East,Oct-Dec,2024.0,32837.205,Dadar East,Moderate Risk,
1488,Dadar East,Jan-Mar,2025.0,35369.96167,Dadar East,Moderate Risk,
1489,Dadar East,Apr-Jun,2025.0,35579.39667,Dadar East,Moderate Risk,
1490,Dadar East,Jul-Sep,2025.0,33746.29702,Dadar East,Moderate Risk,
1491,Dadar East,Oct-Dec,2025.0,31578.16048,Dadar East,Moderate Risk,
1492,Dadar East,Jan-Mar,2026.0,31378.24,Dadar East,Moderate Risk,
1493,Dadar East,Apr-Jun,2026.0,31727.59,Dadar East,Moderate Risk,
1494,Dadar East,Jul-Sep,2026.0,31760.17,Dadar East,Moderate Risk,
1495,Dadar East,Oct-Dec,2026.0,31430.74,Dadar East,Moderate Risk,
1496,Dadar East,Jan-Mar,2027.0,29756.54,Dadar East,Moderate Risk,
1497,Dadar East,Apr-Jun,2027.0,29549.62,Dadar East,Moderate Risk,
1498,Dadar East,Jul-Sep,2027.0,30306.67,Dadar East,Moderate Risk,
1499,Dadar East,Oct-Dec,2027.0,30650.19,Dadar East,Moderate Risk,
1500,Dadar East,Jan-Mar,2028.0,31806.39,Dadar East,Moderate Risk,
1501,Dadar East,Apr-Jun,2028.0,31287.75,Dadar East,Moderate Risk,
1502,Dadar East,Jul-Sep,2028.0,31228.53667,Dadar East,Moderate Risk,
1503,Dadar East,Oct-Dec,2028.0,31598.37,Dadar East,Moderate Risk,
1504,Dadar East,Jan-Mar,2029.0,32238.76,Dadar East,Moderate Risk,
1505,Dadar East,Apr-Jun,2029.0,31635.29,Dadar East,Moderate Risk,
1506,Dadar East,Jul-Sep,2029.0,31578.92333,Dadar East,Moderate Risk,
1507,Dadar East,Oct-Dec,2029.0,31548.02,Dadar East,Moderate Risk,
1508,Dadar East,Jan-Mar,2030.0,34239.91,Dadar East,Moderate Risk,
1509,Dadar East,Apr-Jun,2030.0,34328.87,Dadar East,Moderate Risk,
1510,Dadar East,Jul-Sep,2030.0,33581.3965,Dadar East,Moderate Risk,
1511,Dadar East,Oct-Dec,2030.0,32837.205,Dadar East,Moderate Risk,
1512,Dadar West,Jan-Mar,2024.0,37122.0,Dadar West,Moderate Risk,
1513,Dadar West,Apr-Jun,2024.0,37242.52,Dadar West,Moderate Risk,
1514,Dadar West,Jul-Sep,2024.0,38027.215,Dadar West,Moderate Risk,
1515,Dadar West,Oct-Dec,2024.0,38903.675,Dadar West,Moderate Risk,
1516,Dadar West,Jan-Mar,2025.0,38596.085,Dadar West,Moderate Risk,
1517,Dadar West,Apr-Jun,2025.0,38903.015,Dadar West,Moderate Risk,
1518,Dadar West,Jul-Sep,2025.0,37411.12036,Dadar West,Moderate Risk,
1519,Dadar West,Oct-Dec,2025.0,35820.952,Dadar West,Moderate Risk,
1520,Dadar West,Jan-Mar,2026.0,33415.03,Dadar West,Moderate Risk,
1521,Dadar West,Apr-Jun,2026.0,33413.41,Dadar West,Moderate Risk,
1522,Dadar West,Jul-Sep,2026.0,33202.88,Dadar West,Moderate Risk,
1523,Dadar West,Oct-Dec,2026.0,33273.37,Dadar West,Moderate Risk,
1524,Dadar West,Jan-Mar,2027.0,33918.61,Dadar West,Moderate Risk,
1525,Dadar West,Apr-Jun,2027.0,33864.73,Dadar West,Moderate Risk,
1526,Dadar West,Jul-Sep,2027.0,33871.07,Dadar West,Moderate Risk,
1527,Dadar West,Oct-Dec,2027.0,34168.69,Dadar West,Moderate Risk,
1528,Dadar West,Jan-Mar,2028.0,34935.88,Dadar West,Moderate Risk,
1529,Dadar West,Apr-Jun,2028.0,34530.46,Dadar West,Moderate Risk,
1530,Dadar West,Jul-Sep,2028.0,35440.06,Dadar West,Moderate Risk,
1531,Dadar West,Oct-Dec,2028.0,35833.9,Dadar West,Moderate Risk,
1532,Dadar West,Jan-Mar,2029.0,36059.95,Dadar West,Moderate Risk,
1533,Dadar West,Apr-Jun,2029.0,36007.1,Dadar West,Moderate Risk,
1534,Dadar West,Jul-Sep,2029.0,36232.5,Dadar West,Moderate Risk,
1535,Dadar West,Oct-Dec,2029.0,36876.32,Dadar West,Moderate Risk,
1536,Dadar West,Jan-Mar,2030.0,37122.0,Dadar West,Moderate Risk,
1537,Dadar West,Apr-Jun,2030.0,37242.52,Dadar West,Moderate Risk,
1538,Dadar West,Jul-Sep,2030.0,38027.215,Dadar West,Moderate Risk,
1539,Dadar West,Oct-Dec,2030.0,38903.675,Dadar West,Moderate Risk,
1540,Dahanukar Wadi,Jan-Mar,2024.0,18167.17333,Dahanukar Wadi,High Risk,
1541,Dahanukar Wadi,Apr-Jun,2024.0,18114.53333,Dahanukar Wadi,High Risk,
1542,Dahanukar Wadi,Jul-Sep,2024.0,18333.92367,Dahanukar Wadi,High Risk,
1543,Dahanukar Wadi,Oct-Dec,2024.0,18061.17533,Dahanukar Wadi,High Risk,
1544,Dahanukar Wadi,Jan-Mar,2025.0,17164.10788,Dahanukar Wadi,High Risk,
1545,Dahanukar Wadi,Apr-Jun,2025.0,17205.20538,Dahanukar Wadi,High Risk,
