location,quarter,year,predicted_price,Locality,Risk
Matunga West,Oct-Dec,2029,37706.18,Matunga West,Moderate
Matunga West,Jan-Mar,2030,37405.82,Matunga West,Moderate
Matunga West,Apr-Jun,2030,37001.23,Matunga West,Moderate
Matunga West,Jul-Sep,2030,37505.91,Matunga West,Moderate
Matunga West,Oct-Dec,2030,37386.87,Matunga West,Moderate
Mazgaon,Jan-Mar,2024,27775.48,Mazgaon,Moderate
Mazgaon,Apr-Jun,2024,27796.39,Mazgaon,Moderate
Mazgaon,Jul-Sep,2024,27580.4,Mazgaon,Moderate
Mazgaon,Oct-Dec,2024,28207.09,Mazgaon,Moderate
Mazgaon,Jan-Mar,2025,29799.86,Mazgaon,Moderate
Mazgaon,Apr-Jun,2025,30021.8,Mazgaon,Moderate
Mazgaon,Jul-Sep,2025,29107.29,Mazgaon,Moderate
Mazgaon,Oct-Dec,2025,29129.61,Mazgaon,Moderate
Mazgaon,Jan-Mar,2026,27568.45,Mazgaon,Moderate
Mazgaon,Apr-Jun,2026,27799.42,Mazgaon,Moderate
Mazgaon,Jul-Sep,2026,27851.59,Mazgaon,Moderate
Mazgaon,Oct-Dec,2026,28181.68,Mazgaon,Moderate
Mazgaon,Jan-Mar,2027,28864.71,Mazgaon,Moderate
Mazgaon,Apr-Jun,2027,29005.2,Mazgaon,Moderate
Mazgaon,Jul-Sep,2027,28547.28,Mazgaon,Moderate
Mazgaon,Oct-Dec,2027,28596.89,Mazgaon,Moderate
Mazgaon,Jan-Mar,2028,28335.81,Mazgaon,Moderate
Mazgaon,Apr-Jun,2028,29868.15,Mazgaon,Moderate
Mazgaon,Jul-Sep,2028,29515.66,Mazgaon,Moderate
Mazgaon,Oct-Dec,2028,29245.67,Mazgaon,Moderate
Mazgaon,Jan-Mar,2029,28146.37,Mazgaon,Moderate
Mazgaon,Apr-Jun,2029,28431.19,Mazgaon,Moderate
Mazgaon,Jul-Sep,2029,27619.81,Mazgaon,Moderate
Mazgaon,Oct-Dec,2029,28041.57,Mazgaon,Moderate
Mazgaon,Jan-Mar,2030,27775.48,Mazgaon,Moderate
Mazgaon,Apr-Jun,2030,27796.39,Mazgaon,Moderate
Mazgaon,Jul-Sep,2030,27580.4,Mazgaon,Moderate
Mazgaon,Oct-Dec,2030,28207.09,Mazgaon,Moderate
Military Road,Jan-Mar,2024,19817.145,Military Road,Moderate
Military Road,Apr-Jun,2024,19977.615,Military Road,Moderate
Military Road,Jul-Sep,2024,19991.969,Military Road,Moderate
Military Road,Oct-Dec,2024,19991.27,Military Road,Moderate
Military Road,Jan-Mar,2025,19854.37383,Military Road,Moderate
Military Road,Apr-Jun,2025,20001.10917,Military Road,Moderate
Military Road,Jul-Sep,2025,19314.22333,Military Road,Moderate
Military Road,Oct-Dec,2025,18387.5235,Military Road,Moderate
Military Road,Jan-Mar,2026,18101.85,Military Road,Moderate
Military Road,Apr-Jun,2026,18189.43,Military Road,Moderate
Military Road,Jul-Sep,2026,18313.11333,Military Road,Moderate
Military Road,Oct-Dec,2026,18360.86,Military Road,Moderate
Military Road,Jan-Mar,2027,18406.21,Military Road,Moderate
Military Road,Apr-Jun,2027,18499.65,Military Road,Moderate
Military Road,Jul-Sep,2027,18584.00333,Military Road,Moderate
Military Road,Oct-Dec,2027,18647.9,Military Road,Moderate
Military Road,Jan-Mar,2028,18958.2,Military Road,Moderate
Military Road,Apr-Jun,2028,19003.415,Military Road,Moderate
Military Road,Jul-Sep,2028,19067.8325,Military Road,Moderate
Military Road,Oct-Dec,2028,19064.02,Military Road,Moderate
Military Road,Jan-Mar,2029,19294.17,Military Road,Moderate
Military Road,Apr-Jun,2029,19353.51,Military Road,Moderate
Military Road,Jul-Sep,2029,19491.37,Military Road,Moderate
Military Road,Oct-Dec,2029,19552.71,Military Road,Moderate
Military Road,Jan-Mar,2030,19817.145,Military Road,Moderate
Military Road,Apr-Jun,2030,19977.615,Military Road,Moderate
Military Road,Jul-Sep,2030,19991.969,Military Road,Moderate
Military Road,Oct-Dec,2030,19991.27,Military Road,Moderate
Mindspace,Jan-Mar,2024,20017.155,Mindspace,Low
Mindspace,Apr-Jun,2024,20201.575,Mindspace,Low
Mindspace,Jul-Sep,2024,20456.45167,Mindspace,Low
Mindspace,Oct-Dec,2024,20486.69667,Mindspace,Low
Mindspace,Jan-Mar,2025,20187.765,Mindspace,Low
Mindspace,Apr-Jun,2025,20411.445,Mindspace,Low
Mindspace,Jul-Sep,2025,19603.73567,Mindspace,Low
Mindspace,Oct-Dec,2025,19072.21467,Mindspace,Low
Mindspace,Jan-Mar,2026,18264.72,Mindspace,Low
Mindspace,Apr-Jun,2026,18468.07,Mindspace,Low
Mindspace,Jul-Sep,2026,18963.17,Mindspace,Low
Mindspace,Oct-Dec,2026,19023.2,Mindspace,Low
Mindspace,Jan-Mar,2027,18618.84,Mindspace,Low
Mindspace,Apr-Jun,2027,18870.25,Mindspace,Low
Mindspace,Jul-Sep,2027,18723.86,Mindspace,Low
Mindspace,Oct-Dec,2027,18621.54,Mindspace,Low
Mindspace,Jan-Mar,2028,18960.71,Mindspace,Low
Mindspace,Apr-Jun,2028,19022.63667,Mindspace,Low
Mindspace,Jul-Sep,2028,19161.00667,Mindspace,Low
Mindspace,Oct-Dec,2028,19230.25,Mindspace,Low
Mindspace,Jan-Mar,2029,19380.635,Mindspace,Low
Mindspace,Apr-Jun,2029,19412.845,Mindspace,Low
Mindspace,Jul-Sep,2029,19509.125,Mindspace,Low
Mindspace,Oct-Dec,2029,19600.8,Mindspace,Low
Mindspace,Jan-Mar,2030,20017.155,Mindspace,Low
Mindspace,Apr-Jun,2030,20201.575,Mindspace,Low
Mindspace,Jul-Sep,2030,20456.45167,Mindspace,Low
Mindspace,Oct-Dec,2030,20486.69667,Mindspace,Low
Mira Bhayandar,Jan-Mar,2024,9262.21,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2024,9280.3,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2024,9314.89,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2024,9476.43,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2025,9671.37,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2025,9639.21,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2025,8322.5125,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2025,8049.18,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2026,8113.48,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2026,8149.76,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2026,8215.82,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2026,8300.76,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2027,8216.54,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2027,8284.03,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2027,8322.56,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2027,8337.61,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2028,8386.02,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2028,8496.34,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2028,8653.46,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2028,8728.01,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2029,8720.25,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2029,8737.36,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2029,8840.57,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2029,9062.47,Mira Bhayandar,Moderate
Mira Bhayandar,Jan-Mar,2030,9262.21,Mira Bhayandar,Moderate
Mira Bhayandar,Apr-Jun,2030,9280.3,Mira Bhayandar,Moderate
Mira Bhayandar,Jul-Sep,2030,9314.89,Mira Bhayandar,Moderate
Mira Bhayandar,Oct-Dec,2030,9476.43,Mira Bhayandar,Moderate
Mira Road Area,Jan-Mar,2024,9240.73,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2024,9347.15,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2024,9497.4425,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2024,9604.74,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2025,9766.7695,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2025,9727.7185,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2025,9076.865167,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2025,8317.8055,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2026,8121.22,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2026,8206.91,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2026,8285.59,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2026,8375.56,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2027,8265.66,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2027,8409.89,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2027,8457.84,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2027,8440.81,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2028,8445.27,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2028,8535.76,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2028,8725.78,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2028,8779.26,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2029,8764.73,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2029,8816.27,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2029,8944.97,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2029,9097.01,Mira Road Area,Moderate
Mira Road Area,Jan-Mar,2030,9240.73,Mira Road Area,Moderate
Mira Road Area,Apr-Jun,2030,9347.15,Mira Road Area,Moderate
Mira Road Area,Jul-Sep,2030,9497.4425,Mira Road Area,Moderate
Mira Road Area,Oct-Dec,2030,9604.74,Mira Road Area,Moderate
Mulund,Jan-Mar,2024,19057.28,Mulund,Moderate
Mulund,Apr-Jun,2024,18791.825,Mulund,Moderate
Mulund,Jul-Sep,2024,19005.954,Mulund,Moderate
Mulund,Oct-Dec,2024,19125.71,Mulund,Moderate
Mulund,Jan-Mar,2025,19361.77,Mulund,Moderate
Mulund,Apr-Jun,2025,19143.6185,Mulund,Moderate
Mulund,Jul-Sep,2025,18320.8215,Mulund,Moderate
Mulund,Oct-Dec,2025,17367.228,Mulund,Moderate
Mulund,Jan-Mar,2026,16722.9,Mulund,Moderate
Mulund,Apr-Jun,2026,16727.98,Mulund,Moderate
Mulund,Jul-Sep,2026,16697.95,Mulund,Moderate
Mulund,Oct-Dec,2026,16738.82,Mulund,Moderate
Mulund,Jan-Mar,2027,16968.17,Mulund,Moderate
Mulund,Apr-Jun,2027,17031.98,Mulund,Moderate
Mulund,Jul-Sep,2027,16902.41,Mulund,Moderate
Mulund,Oct-Dec,2027,16874.42,Mulund,Moderate
Mulund,Jan-Mar,2028,17452.48,Mulund,Moderate
Mulund,Apr-Jun,2028,17427.45,Mulund,Moderate
Mulund,Jul-Sep,2028,17831.684,Mulund,Moderate
Mulund,Oct-Dec,2028,17791.86,Mulund,Moderate
Mulund,Jan-Mar,2029,18036.9,Mulund,Moderate
Mulund,Apr-Jun,2029,18167.45,Mulund,Moderate
Mulund,Jul-Sep,2029,18427.514,Mulund,Moderate
Mulund,Oct-Dec,2029,18539.01,Mulund,Moderate
Mulund,Jan-Mar,2030,19057.28,Mulund,Moderate
Mulund,Apr-Jun,2030,18791.825,Mulund,Moderate
Mulund,Jul-Sep,2030,19005.954,Mulund,Moderate
Mulund,Oct-Dec,2030,19125.71,Mulund,Moderate
Mulund East,Jan-Mar,2024,19020.15,Mulund East,Moderate
Mulund East,Apr-Jun,2024,18289.49,Mulund East,Moderate
Mulund East,Jul-Sep,2024,18242.35667,Mulund East,Moderate
Mulund East,Oct-Dec,2024,18702.94,Mulund East,Moderate
Mulund East,Jan-Mar,2025,19475.4,Mulund East,Moderate
Mulund East,Apr-Jun,2025,19225.54,Mulund East,Moderate
Mulund East,Jul-Sep,2025,17494.10683,Mulund East,Moderate
Mulund East,Oct-Dec,2025,17239.681,Mulund East,Moderate
Mulund East,Jan-Mar,2026,16875.5,Mulund East,Moderate
Mulund East,Apr-Jun,2026,16903.75,Mulund East,Moderate
Mulund East,Jul-Sep,2026,16885.62,Mulund East,Moderate
Mulund East,Oct-Dec,2026,16939.91,Mulund East,Moderate
Mulund East,Jan-Mar,2027,17090.15,Mulund East,Moderate
Mulund East,Apr-Jun,2027,17223.37,Mulund East,Moderate
Mulund East,Jul-Sep,2027,17048.55,Mulund East,Moderate
Mulund East,Oct-Dec,2027,17017.43,Mulund East,Moderate
Mulund East,Jan-Mar,2028,17344.34,Mulund East,Moderate
Mulund East,Apr-Jun,2028,17389.27,Mulund East,Moderate
Mulund East,Jul-Sep,2028,17799.54,Mulund East,Moderate
Mulund East,Oct-Dec,2028,17954.87,Mulund East,Moderate
Mulund East,Jan-Mar,2029,18176.71,Mulund East,Moderate
Mulund East,Apr-Jun,2029,18187.53,Mulund East,Moderate
Mulund East,Jul-Sep,2029,18366.61,Mulund East,Moderate
Mulund East,Oct-Dec,2029,18552.22,Mulund East,Moderate
Mulund East,Jan-Mar,2030,19020.15,Mulund East,Moderate
Mulund East,Apr-Jun,2030,18289.49,Mulund East,Moderate
Mulund East,Jul-Sep,2030,18242.35667,Mulund East,Moderate
Mulund East,Oct-Dec,2030,18702.94,Mulund East,Moderate
Mumbai Central,Jan-Mar,2024,29169.98,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2024,29246.04,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2024,28920.302,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2024,28978.472,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2025,29736.216,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2025,29789.686,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2025,29888.08514,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2025,30284.07914,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2026,29115.17,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2026,29114.79,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2026,29542.17,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2026,29149.79,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2027,28424.31,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2027,28777.09,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2027,28402.59,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2027,28422.85,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2028,27792.87,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2028,28015.48,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2028,28132.69,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2028,28206.8,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2029,29229.19,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2029,29475.84,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2029,29306.55,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2029,29048.96,Mumbai Central,Moderate
Mumbai Central,Jan-Mar,2030,29169.98,Mumbai Central,Moderate
Mumbai Central,Apr-Jun,2030,29246.04,Mumbai Central,Moderate
Mumbai Central,Jul-Sep,2030,28920.302,Mumbai Central,Moderate
Mumbai Central,Oct-Dec,2030,28978.472,Mumbai Central,Moderate
Nahur East,Jan-Mar,2024,17360.42,Nahur East,Moderate
Nahur East,Apr-Jun,2024,17240.42,Nahur East,Moderate
Nahur East,Jul-Sep,2024,17650.83,Nahur East,Moderate
Nahur East,Oct-Dec,2024,17524.3,Nahur East,Moderate
Nahur East,Jan-Mar,2025,18505.824,Nahur East,Moderate
Nahur East,Apr-Jun,2025,18031.22067,Nahur East,Moderate
Nahur East,Jul-Sep,2025,17336.67467,Nahur East,Moderate
Nahur East,Oct-Dec,2025,16073.382,Nahur East,Moderate
Nahur East,Jan-Mar,2026,16869.87333,Nahur East,Moderate
Nahur East,Apr-Jun,2026,16416.18333,Nahur East,Moderate
Nahur East,Jul-Sep,2026,16475.76333,Nahur East,Moderate
Nahur East,Oct-Dec,2026,16455.86,Nahur East,Moderate
Nahur East,Jan-Mar,2027,16684.38,Nahur East,Moderate
Nahur East,Apr-Jun,2027,16347.21,Nahur East,Moderate
Nahur East,Jul-Sep,2027,16479.46667,Nahur East,Moderate
Nahur East,Oct-Dec,2027,16784.4,Nahur East,Moderate
Nahur East,Jan-Mar,2028,17527.21,Nahur East,Moderate
Nahur East,Apr-Jun,2028,17485.31,Nahur East,Moderate
Nahur East,Jul-Sep,2028,17458.80667,Nahur East,Moderate
Nahur East,Oct-Dec,2028,17107.67,Nahur East,Moderate
Nahur East,Jan-Mar,2029,16484.02,Nahur East,Moderate
Nahur East,Apr-Jun,2029,16508.71,Nahur East,Moderate
Nahur East,Jul-Sep,2029,16854.52,Nahur East,Moderate
Nahur East,Oct-Dec,2029,16978.33,Nahur East,Moderate
Nahur East,Jan-Mar,2030,17360.42,Nahur East,Moderate
Nahur East,Apr-Jun,2030,17240.42,Nahur East,Moderate
Nahur East,Jul-Sep,2030,17650.83,Nahur East,Moderate
Nahur East,Oct-Dec,2030,17524.3,Nahur East,Moderate
Naigaon East,Jan-Mar,2024,5821.01,Naigaon East,High
Naigaon East,Apr-Jun,2024,5970.34,Naigaon East,High
Naigaon East,Jul-Sep,2024,5814.5,Naigaon East,High
Naigaon East,Oct-Dec,2024,5794.81,Naigaon East,High
Naigaon East,Jan-Mar,2025,5892.61,Naigaon East,High
Naigaon East,Apr-Jun,2025,5977.38,Naigaon East,High
Naigaon East,Jul-Sep,2025,4625.81,Naigaon East,High
Naigaon East,Oct-Dec,2025,4481.38,Naigaon East,High
Naigaon East,Jan-Mar,2026,4643.13,Naigaon East,High
Naigaon East,Apr-Jun,2026,4677.48,Naigaon East,High
Naigaon East,Jul-Sep,2026,4865.26,Naigaon East,High
Naigaon East,Oct-Dec,2026,4853.65,Naigaon East,High
Naigaon East,Jan-Mar,2027,4912.68,Naigaon East,High
Naigaon East,Apr-Jun,2027,4971.33,Naigaon East,High
Naigaon East,Jul-Sep,2027,5042.07,Naigaon East,High
Naigaon East,Oct-Dec,2027,5082.97,Naigaon East,High
Naigaon East,Jan-Mar,2028,5186.01,Naigaon East,High
Naigaon East,Apr-Jun,2028,5274.97,Naigaon East,High
Naigaon East,Jul-Sep,2028,5208.58,Naigaon East,High
Naigaon East,Oct-Dec,2028,5250.82,Naigaon East,High
Naigaon East,Jan-Mar,2029,5316.06,Naigaon East,High
Naigaon East,Apr-Jun,2029,5417.09,Naigaon East,High
Naigaon East,Jul-Sep,2029,5551.92,Naigaon East,High
Naigaon East,Oct-Dec,2029,5644.36,Naigaon East,High
Naigaon East,Jan-Mar,2030,5821.01,Naigaon East,High
Naigaon East,Apr-Jun,2030,5970.34,Naigaon East,High
Naigaon East,Jul-Sep,2030,5814.5,Naigaon East,High
Naigaon East,Oct-Dec,2030,5794.81,Naigaon East,High
Naigaon Palghar,Jan-Mar,2024,5804.21,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2024,5890.37,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2024,5754.55,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2024,5729.63,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2025,5898.36,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2025,5908.48,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2025,4580.16,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2025,4490.7,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2026,4618.59,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2026,4653.83,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2026,4842.24,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2026,4820.55,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2027,4894.51,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2027,4969.45,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2027,5046.66,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2027,5077.9,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2028,5157.27,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2028,5247.78,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2028,5192.32,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2028,5241.02,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2029,5328.17,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2029,5430.5,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2029,5523.92,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2029,5608.14,Naigaon Palghar,High
Naigaon Palghar,Jan-Mar,2030,5804.21,Naigaon Palghar,High
Naigaon Palghar,Apr-Jun,2030,5890.37,Naigaon Palghar,High
Naigaon Palghar,Jul-Sep,2030,5754.55,Naigaon Palghar,High
Naigaon Palghar,Oct-Dec,2030,5729.63,Naigaon Palghar,High
Nala Sopara,Jan-Mar,2024,5060.79,Nala Sopara,High
Nala Sopara,Apr-Jun,2024,5072.63,Nala Sopara,High
Nala Sopara,Jul-Sep,2024,5253.041667,Nala Sopara,High
Nala Sopara,Oct-Dec,2024,5291.88,Nala Sopara,High
Nala Sopara,Jan-Mar,2025,5441.06,Nala Sopara,High
Nala Sopara,Apr-Jun,2025,5412.365,Nala Sopara,High
Nala Sopara,Jul-Sep,2025,4948.044167,Nala Sopara,High
Nala Sopara,Oct-Dec,2025,4870.715,Nala Sopara,High
Nala Sopara,Jan-Mar,2026,4613.96,Nala Sopara,High
Nala Sopara,Apr-Jun,2026,4704.58,Nala Sopara,High
Nala Sopara,Jul-Sep,2026,4794.72,Nala Sopara,High
Nala Sopara,Oct-Dec,2026,4721.55,Nala Sopara,High
Nala Sopara,Jan-Mar,2027,4753.99,Nala Sopara,High
Nala Sopara,Apr-Jun,2027,4881.14,Nala Sopara,High
Nala Sopara,Jul-Sep,2027,4882.31,Nala Sopara,High
Nala Sopara,Oct-Dec,2027,4802.46,Nala Sopara,High
Nala Sopara,Jan-Mar,2028,4714.59,Nala Sopara,High
Nala Sopara,Apr-Jun,2028,4902.71,Nala Sopara,High
Nala Sopara,Jul-Sep,2028,4816.76,Nala Sopara,High
Nala Sopara,Oct-Dec,2028,4766.32,Nala Sopara,High
Nala Sopara,Jan-Mar,2029,4773.56,Nala Sopara,High
Nala Sopara,Apr-Jun,2029,4967.09,Nala Sopara,High
Nala Sopara,Jul-Sep,2029,4933.48,Nala Sopara,High
Nala Sopara,Oct-Dec,2029,4908.45,Nala Sopara,High
Nala Sopara,Jan-Mar,2030,5060.79,Nala Sopara,High
Nala Sopara,Apr-Jun,2030,5072.63,Nala Sopara,High
Nala Sopara,Jul-Sep,2030,5253.041667,Nala Sopara,High
Nala Sopara,Oct-Dec,2030,5291.88,Nala Sopara,High
Nalasopara East,Jan-Mar,2024,5141.67,Nalasopara East,High
Nalasopara East,Apr-Jun,2024,5119.67,Nalasopara East,High
Nalasopara East,Jul-Sep,2024,5367.784167,Nalasopara East,High
Nalasopara East,Oct-Dec,2024,5329.75,Nalasopara East,High
Nalasopara East,Jan-Mar,2025,5509.285,Nalasopara East,High
Nalasopara East,Apr-Jun,2025,5516.245,Nalasopara East,High
Nalasopara East,Jul-Sep,2025,5058.631667,Nalasopara East,High
Nalasopara East,Oct-Dec,2025,4922.184167,Nalasopara East,High
Nalasopara East,Jan-Mar,2026,4769.89,Nalasopara East,High
Nalasopara East,Apr-Jun,2026,4804.03,Nalasopara East,High
Nalasopara East,Jul-Sep,2026,4921.85,Nalasopara East,High
Nalasopara East,Oct-Dec,2026,4884.75,Nalasopara East,High
Nalasopara East,Jan-Mar,2027,4836.73,Nalasopara East,High
Nalasopara East,Apr-Jun,2027,4995.59,Nalasopara East,High
Nalasopara East,Jul-Sep,2027,4990.71,Nalasopara East,High
Nalasopara East,Oct-Dec,2027,4950.61,Nalasopara East,High
Nalasopara East,Jan-Mar,2028,4882.2,Nalasopara East,High
Nalasopara East,Apr-Jun,2028,4985.91,Nalasopara East,High
Nalasopara East,Jul-Sep,2028,4897.27,Nalasopara East,High
Nalasopara East,Oct-Dec,2028,4896.64,Nalasopara East,High
Nalasopara East,Jan-Mar,2029,4857.38,Nalasopara East,High
Nalasopara East,Apr-Jun,2029,5091.16,Nalasopara East,High
Nalasopara East,Jul-Sep,2029,5015.94,Nalasopara East,High
Nalasopara East,Oct-Dec,2029,4994.18,Nalasopara East,High
Nalasopara East,Jan-Mar,2030,5141.67,Nalasopara East,High
Nalasopara East,Apr-Jun,2030,5119.67,Nalasopara East,High
Nalasopara East,Jul-Sep,2030,5367.784167,Nalasopara East,High
Nalasopara East,Oct-Dec,2030,5329.75,Nalasopara East,High
Nalasopara West,Jan-Mar,2024,5149.92,Nalasopara West,High
Nalasopara West,Apr-Jun,2024,5121.05,Nalasopara West,High
Nalasopara West,Jul-Sep,2024,5285.524881,Nalasopara West,High
Nalasopara West,Oct-Dec,2024,5266.204881,Nalasopara West,High
Nalasopara West,Jan-Mar,2025,5456.376667,Nalasopara West,High
Nalasopara West,Apr-Jun,2025,5401.646667,Nalasopara West,High
Nalasopara West,Jul-Sep,2025,4853.8315,Nalasopara West,High
Nalasopara West,Oct-Dec,2025,4840.458548,Nalasopara West,High
Nalasopara West,Jan-Mar,2026,4478.24,Nalasopara West,High
Nalasopara West,Apr-Jun,2026,4606.1,Nalasopara West,High
Nalasopara West,Jul-Sep,2026,4590.09,Nalasopara West,High
Nalasopara West,Oct-Dec,2026,4612.64,Nalasopara West,High
Nalasopara West,Jan-Mar,2027,4598.61,Nalasopara West,High
Nalasopara West,Apr-Jun,2027,4716.2,Nalasopara West,High
Nalasopara West,Jul-Sep,2027,4826.95,Nalasopara West,High
Nalasopara West,Oct-Dec,2027,4787.94,Nalasopara West,High
Nalasopara West,Jan-Mar,2028,4795.48,Nalasopara West,High
Nalasopara West,Apr-Jun,2028,4989.52,Nalasopara West,High
Nalasopara West,Jul-Sep,2028,4880.436667,Nalasopara West,High
Nalasopara West,Oct-Dec,2028,4825.31,Nalasopara West,High
Nalasopara West,Jan-Mar,2029,4804.29,Nalasopara West,High
Nalasopara West,Apr-Jun,2029,5087.19,Nalasopara West,High
Nalasopara West,Jul-Sep,2029,5040.21,Nalasopara West,High
Nalasopara West,Oct-Dec,2029,5031.42,Nalasopara West,High
Nalasopara West,Jan-Mar,2030,5149.92,Nalasopara West,High
Nalasopara West,Apr-Jun,2030,5121.05,Nalasopara West,High
Nalasopara West,Jul-Sep,2030,5285.524881,Nalasopara West,High
Nalasopara West,Oct-Dec,2030,5266.204881,Nalasopara West,High
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Oshiwara,Jan-Mar,2024,19864.67,Oshiwara,Moderate
Oshiwara,Apr-Jun,2024,19751.86,Oshiwara,Moderate
Oshiwara,Jul-Sep,2024,19963.74,Oshiwara,Moderate
