location,quarter,year,predicted_price,Locality,Risk
Azad Nagar Andheri West,Jul-Sep,2027,15525,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Oct-Dec,2027,15792.5,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jan-Mar,2028,17570.02,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Apr-Jun,2028,17839.78,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jul-Sep,2028,18553.089,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Oct-Dec,2028,17996.16,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jan-Mar,2029,19914.7,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Apr-Jun,2029,20306.6,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jul-Sep,2029,21013.72,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Oct-Dec,2029,21035,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jan-Mar,2030,21637.6,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Apr-Jun,2030,22275.08,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Jul-Sep,2030,22341.625,Azad Nagar Andheri West,Moderate
Azad Nagar Andheri West,Oct-Dec,2030,21320.275,Azad Nagar Andheri West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2024,13832.6,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2024,13703.39,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2024,13375.20467,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2024,13567.32467,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2025,13309.35083,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2025,12828.5325,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2025,11800.83883,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2025,11670.653,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2026,7445,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2026,7765,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2026,8245,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2026,8785,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2027,9685,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2027,10065,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2027,10575,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2027,10900,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2028,12135.56,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2028,12267.66,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2028,12459.44667,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2028,12713.46667,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2029,13159.46,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2029,13185.72,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2029,13240.80667,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2029,13725.16667,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jan-Mar,2030,13832.6,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Apr-Jun,2030,13703.39,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Jul-Sep,2030,13375.20467,Babrekar Nagar Kandivali West,Moderate
Babrekar Nagar Kandivali West,Oct-Dec,2030,13567.32467,Babrekar Nagar Kandivali West,Moderate
Bandra,Jan-Mar,2024,38273.86,Bandra,Low
Bandra,Apr-Jun,2024,38315.555,Bandra,Low
Bandra,Jul-Sep,2024,37630.9395,Bandra,Low
Bandra,Oct-Dec,2024,38907.7,Bandra,Low
Bandra,Jan-Mar,2025,38919.788,Bandra,Low
Bandra,Apr-Jun,2025,38371.588,Bandra,Low
Bandra,Jul-Sep,2025,34868.497,Bandra,Low
Bandra,Oct-Dec,2025,35894.1725,Bandra,Low
Bandra,Jan-Mar,2026,34288.068,Bandra,Low
Bandra,Apr-Jun,2026,34286.318,Bandra,Low
Bandra,Jul-Sep,2026,33783.178,Bandra,Low
Bandra,Oct-Dec,2026,33857.618,Bandra,Low
Bandra,Jan-Mar,2027,32700.32,Bandra,Low
Bandra,Apr-Jun,2027,32750.86,Bandra,Low
Bandra,Jul-Sep,2027,32674.19,Bandra,Low
Bandra,Oct-Dec,2027,32686.13,Bandra,Low
Bandra,Jan-Mar,2028,34366.07,Bandra,Low
Bandra,Apr-Jun,2028,34524.96,Bandra,Low
Bandra,Jul-Sep,2028,34543.78,Bandra,Low
Bandra,Oct-Dec,2028,33658.22,Bandra,Low
Bandra,Jan-Mar,2029,34490.95,Bandra,Low
Bandra,Apr-Jun,2029,35065.52,Bandra,Low
Bandra,Jul-Sep,2029,35397.66,Bandra,Low
Bandra,Oct-Dec,2029,35106.3,Bandra,Low
Bandra,Jan-Mar,2030,38273.86,Bandra,Low
Bandra,Apr-Jun,2030,38315.555,Bandra,Low
Bandra,Jul-Sep,2030,37630.9395,Bandra,Low
Bandra,Oct-Dec,2030,38907.7,Bandra,Low
Bandra East,Jan-Mar,2024,35120.31,Bandra East,Low
Bandra East,Apr-Jun,2024,35538.11,Bandra East,Low
Bandra East,Jul-Sep,2024,34792.382,Bandra East,Low
Bandra East,Oct-Dec,2024,35444.37,Bandra East,Low
Bandra East,Jan-Mar,2025,34823.39,Bandra East,Low
Bandra East,Apr-Jun,2025,34713.84,Bandra East,Low
Bandra East,Jul-Sep,2025,31164.667,Bandra East,Low
Bandra East,Oct-Dec,2025,31428.2,Bandra East,Low
Bandra East,Jan-Mar,2026,31552.21,Bandra East,Low
Bandra East,Apr-Jun,2026,31643.58,Bandra East,Low
Bandra East,Jul-Sep,2026,31484.55,Bandra East,Low
Bandra East,Oct-Dec,2026,31504.34,Bandra East,Low
Bandra East,Jan-Mar,2027,30599.74,Bandra East,Low
Bandra East,Apr-Jun,2027,30192.74,Bandra East,Low
Bandra East,Jul-Sep,2027,29435.73,Bandra East,Low
Bandra East,Oct-Dec,2027,29538.3,Bandra East,Low
Bandra East,Jan-Mar,2028,31130.52,Bandra East,Low
Bandra East,Apr-Jun,2028,32259.26,Bandra East,Low
Bandra East,Jul-Sep,2028,31838.86,Bandra East,Low
Bandra East,Oct-Dec,2028,30063.49,Bandra East,Low
Bandra East,Jan-Mar,2029,29504.56,Bandra East,Low
Bandra East,Apr-Jun,2029,29504.42,Bandra East,Low
Bandra East,Jul-Sep,2029,29935.82,Bandra East,Low
Bandra East,Oct-Dec,2029,29924.59,Bandra East,Low
Bandra East,Jan-Mar,2030,35120.31,Bandra East,Low
Bandra East,Apr-Jun,2030,35538.11,Bandra East,Low
Bandra East,Jul-Sep,2030,34792.382,Bandra East,Low
Bandra East,Oct-Dec,2030,35444.37,Bandra East,Low
Bandra Kurla Complex,Jan-Mar,2024,36717.03,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2024,37751.95,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2024,37566.97,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2024,38119.09,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2025,38712.54,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2025,39220.65,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2025,35249.89,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2025,35254,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2026,32035.15,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2026,32317.37,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2026,32130.38,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2026,32153.47,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2027,29828.16,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2027,29522.01,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2027,28573.92,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2027,28749.74,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2028,30320.34,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2028,32488,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2028,32554.42,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2028,29784.66,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2029,27794.11,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2029,27888.92,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2029,28939.4,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2029,31977.12,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jan-Mar,2030,36717.03,Bandra Kurla Complex,Low
Bandra Kurla Complex,Apr-Jun,2030,37751.95,Bandra Kurla Complex,Low
Bandra Kurla Complex,Jul-Sep,2030,37566.97,Bandra Kurla Complex,Low
Bandra Kurla Complex,Oct-Dec,2030,38119.09,Bandra Kurla Complex,Low
Bandra West,Jan-Mar,2024,42485.23,Bandra West,Low
Bandra West,Apr-Jun,2024,43635.36,Bandra West,Low
Bandra West,Jul-Sep,2024,44195.97,Bandra West,Low
Bandra West,Oct-Dec,2024,43937.73,Bandra West,Low
Bandra West,Jan-Mar,2025,41923.46705,Bandra West,Low
Bandra West,Apr-Jun,2025,42248.08971,Bandra West,Low
Bandra West,Jul-Sep,2025,42605.93305,Bandra West,Low
Bandra West,Oct-Dec,2025,41403.52267,Bandra West,Low
Bandra West,Jan-Mar,2026,39669.57667,Bandra West,Low
Bandra West,Apr-Jun,2026,39659.06667,Bandra West,Low
Bandra West,Jul-Sep,2026,40080.99,Bandra West,Low
Bandra West,Oct-Dec,2026,39604.74667,Bandra West,Low
Bandra West,Jan-Mar,2027,38356.88,Bandra West,Low
Bandra West,Apr-Jun,2027,38515.94,Bandra West,Low
Bandra West,Jul-Sep,2027,39033.28,Bandra West,Low
Bandra West,Oct-Dec,2027,39000.11,Bandra West,Low
Bandra West,Jan-Mar,2028,40328.89,Bandra West,Low
Bandra West,Apr-Jun,2028,40322.76,Bandra West,Low
Bandra West,Jul-Sep,2028,40525.46,Bandra West,Low
Bandra West,Oct-Dec,2028,40292.59,Bandra West,Low
Bandra West,Jan-Mar,2029,41245.54,Bandra West,Low
Bandra West,Apr-Jun,2029,42324.42,Bandra West,Low
Bandra West,Jul-Sep,2029,42957.57,Bandra West,Low
Bandra West,Oct-Dec,2029,43585.18,Bandra West,Low
Bandra West,Jan-Mar,2030,42485.23,Bandra West,Low
Bandra West,Apr-Jun,2030,43635.36,Bandra West,Low
Bandra West,Jul-Sep,2030,44195.97,Bandra West,Low
Bandra West,Oct-Dec,2030,43937.73,Bandra West,Low
Beverly Park Road,Jan-Mar,2024,9557.96,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2024,9574.78,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2024,9343.86,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2024,9300.53,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2025,9740.87,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2025,9368.67,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2025,7981.47,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2025,7849.9,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2026,7892.33,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2026,7836.36,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2026,7892.31,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2026,7936.22,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2027,8059.83,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2027,8093,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2027,8168.54,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2027,8246.28,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2028,8610.88,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2028,8613.49,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2028,8687.66,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2028,8802.58,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2029,9069.04,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2029,9165.84,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2029,9051.83,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2029,9089.61,Beverly Park Road,Moderate
Beverly Park Road,Jan-Mar,2030,9557.96,Beverly Park Road,Moderate
Beverly Park Road,Apr-Jun,2030,9574.78,Beverly Park Road,Moderate
Beverly Park Road,Jul-Sep,2030,9343.86,Beverly Park Road,Moderate
Beverly Park Road,Oct-Dec,2030,9300.53,Beverly Park Road,Moderate
Bhandup,Jan-Mar,2024,15987.41,Bhandup,Moderate
Bhandup,Apr-Jun,2024,16172.66,Bhandup,Moderate
Bhandup,Jul-Sep,2024,16336.87,Bhandup,Moderate
Bhandup,Oct-Dec,2024,17645.15,Bhandup,Moderate
Bhandup,Jan-Mar,2025,17276.84,Bhandup,Moderate
Bhandup,Apr-Jun,2025,16803.29,Bhandup,Moderate
Bhandup,Jul-Sep,2025,15899.97,Bhandup,Moderate
Bhandup,Oct-Dec,2025,15194.59,Bhandup,Moderate
Bhandup,Jan-Mar,2026,14809.25,Bhandup,Moderate
Bhandup,Apr-Jun,2026,14807.78,Bhandup,Moderate
Bhandup,Jul-Sep,2026,14885.02,Bhandup,Moderate
Bhandup,Oct-Dec,2026,15100.61,Bhandup,Moderate
Bhandup,Jan-Mar,2027,14842.68,Bhandup,Moderate
Bhandup,Apr-Jun,2027,14794.17,Bhandup,Moderate
Bhandup,Jul-Sep,2027,14887.25,Bhandup,Moderate
Bhandup,Oct-Dec,2027,15069.43,Bhandup,Moderate
Bhandup,Jan-Mar,2028,14917,Bhandup,Moderate
Bhandup,Apr-Jun,2028,14997.21,Bhandup,Moderate
Bhandup,Jul-Sep,2028,15119.04,Bhandup,Moderate
Bhandup,Oct-Dec,2028,15155.37,Bhandup,Moderate
Bhandup,Jan-Mar,2029,15836.55,Bhandup,Moderate
Bhandup,Apr-Jun,2029,15683.59,Bhandup,Moderate
Bhandup,Jul-Sep,2029,15605.92,Bhandup,Moderate
Bhandup,Oct-Dec,2029,16231.62,Bhandup,Moderate
Bhandup,Jan-Mar,2030,15987.41,Bhandup,Moderate
Bhandup,Apr-Jun,2030,16172.66,Bhandup,Moderate
Bhandup,Jul-Sep,2030,16336.87,Bhandup,Moderate
Bhandup,Oct-Dec,2030,17645.15,Bhandup,Moderate
Bhandup West,Jan-Mar,2024,15692.4,Bhandup West,Moderate
Bhandup West,Apr-Jun,2024,15795.49,Bhandup West,Moderate
Bhandup West,Jul-Sep,2024,16014.57,Bhandup West,Moderate
Bhandup West,Oct-Dec,2024,16962.66,Bhandup West,Moderate
Bhandup West,Jan-Mar,2025,16487.894,Bhandup West,Moderate
Bhandup West,Apr-Jun,2025,16368.044,Bhandup West,Moderate
Bhandup West,Jul-Sep,2025,15892.632,Bhandup West,Moderate
Bhandup West,Oct-Dec,2025,15211.984,Bhandup West,Moderate
Bhandup West,Jan-Mar,2026,14794.8,Bhandup West,Moderate
Bhandup West,Apr-Jun,2026,14784.35,Bhandup West,Moderate
Bhandup West,Jul-Sep,2026,14775.32,Bhandup West,Moderate
Bhandup West,Oct-Dec,2026,14899.9,Bhandup West,Moderate
Bhandup West,Jan-Mar,2027,14853.07,Bhandup West,Moderate
Bhandup West,Apr-Jun,2027,14815.16,Bhandup West,Moderate
Bhandup West,Jul-Sep,2027,14883.37,Bhandup West,Moderate
Bhandup West,Oct-Dec,2027,14981.99,Bhandup West,Moderate
Bhandup West,Jan-Mar,2028,14897.9,Bhandup West,Moderate
Bhandup West,Apr-Jun,2028,15000.61,Bhandup West,Moderate
Bhandup West,Jul-Sep,2028,15074.96,Bhandup West,Moderate
Bhandup West,Oct-Dec,2028,15119.06,Bhandup West,Moderate
Bhandup West,Jan-Mar,2029,15382.96,Bhandup West,Moderate
Bhandup West,Apr-Jun,2029,15513.47,Bhandup West,Moderate
Bhandup West,Jul-Sep,2029,15584.54,Bhandup West,Moderate
Bhandup West,Oct-Dec,2029,15795.87,Bhandup West,Moderate
Bhandup West,Jan-Mar,2030,15692.4,Bhandup West,Moderate
Bhandup West,Apr-Jun,2030,15795.49,Bhandup West,Moderate
Bhandup West,Jul-Sep,2030,16014.57,Bhandup West,Moderate
Bhandup West,Oct-Dec,2030,16962.66,Bhandup West,Moderate
Bhaudaji Road,Jan-Mar,2024,15825.44,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2024,15891.18,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2024,16793.73,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2024,30399.02,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2025,21158.639,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2025,21177.819,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2025,22337.71817,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2025,25845.92483,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2026,12228,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2026,12310,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2026,13044.48417,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2026,17296.32,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2027,13019.5,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2027,13106.5,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2027,13321,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2027,14086.21,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2028,13822,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2028,13957,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2028,14187.5,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2028,15154.53,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2029,14912.92,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2029,15118.34,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2029,15388.23,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2029,19151.59,Bhaudaji Road,High
Bhaudaji Road,Jan-Mar,2030,15825.44,Bhaudaji Road,High
Bhaudaji Road,Apr-Jun,2030,15891.18,Bhaudaji Road,High
Bhaudaji Road,Jul-Sep,2030,16793.73,Bhaudaji Road,High
Bhaudaji Road,Oct-Dec,2030,30399.02,Bhaudaji Road,High
Bhayandar,Jan-Mar,2024,8984.26,Bhayandar,Moderate
Bhayandar,Apr-Jun,2024,9309.36,Bhayandar,Moderate
Bhayandar,Jul-Sep,2024,9232.64,Bhayandar,Moderate
Bhayandar,Oct-Dec,2024,9150.52,Bhayandar,Moderate
Bhayandar,Jan-Mar,2025,9439.53,Bhayandar,Moderate
Bhayandar,Apr-Jun,2025,9456.196667,Bhayandar,Moderate
Bhayandar,Jul-Sep,2025,9047.233333,Bhayandar,Moderate
Bhayandar,Oct-Dec,2025,9037.946667,Bhayandar,Moderate
Bhayandar,Jan-Mar,2026,8716.64,Bhayandar,Moderate
Bhayandar,Apr-Jun,2026,9183.29,Bhayandar,Moderate
Bhayandar,Jul-Sep,2026,9381.45,Bhayandar,Moderate
Bhayandar,Oct-Dec,2026,9322.89,Bhayandar,Moderate
Bhayandar,Jan-Mar,2027,8706.34,Bhayandar,Moderate
Bhayandar,Apr-Jun,2027,9150.42,Bhayandar,Moderate
Bhayandar,Jul-Sep,2027,9120.08,Bhayandar,Moderate
Bhayandar,Oct-Dec,2027,9271.8,Bhayandar,Moderate
Bhayandar,Jan-Mar,2028,8978.08,Bhayandar,Moderate
Bhayandar,Apr-Jun,2028,9229.71,Bhayandar,Moderate
Bhayandar,Jul-Sep,2028,9031.956667,Bhayandar,Moderate
Bhayandar,Oct-Dec,2028,9047.046667,Bhayandar,Moderate
Bhayandar,Jan-Mar,2029,8979.99,Bhayandar,Moderate
Bhayandar,Apr-Jun,2029,9326.79,Bhayandar,Moderate
Bhayandar,Jul-Sep,2029,9054.01,Bhayandar,Moderate
Bhayandar,Oct-Dec,2029,8964.26,Bhayandar,Moderate
Bhayandar,Jan-Mar,2030,8984.26,Bhayandar,Moderate
Bhayandar,Apr-Jun,2030,9309.36,Bhayandar,Moderate
Bhayandar,Jul-Sep,2030,9232.64,Bhayandar,Moderate
Bhayandar,Oct-Dec,2030,9150.52,Bhayandar,Moderate
Bhayandar East,Jan-Mar,2024,8836.06,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2024,8805.42,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2024,8713.191667,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2024,8569.025,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2025,9044.501833,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2025,9048.360167,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2025,8584.8165,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2025,8271.014,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2026,8397.29,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2026,8452.13,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2026,8483.87,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2026,8442.77,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2027,8413.42,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2027,8474.53,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2027,8566.95,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2027,8593.65,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2028,8660.765,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2028,8621.695,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2028,8741.71,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2028,8726.28,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2029,8741.14,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2029,8721.45,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2029,8730.03,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2029,8688.83,Bhayandar East,Moderate
Bhayandar East,Jan-Mar,2030,8836.06,Bhayandar East,Moderate
Bhayandar East,Apr-Jun,2030,8805.42,Bhayandar East,Moderate
Bhayandar East,Jul-Sep,2030,8713.191667,Bhayandar East,Moderate
Bhayandar East,Oct-Dec,2030,8569.025,Bhayandar East,Moderate
Bhayandar West,Jan-Mar,2024,9258.64,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2024,9632.25,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2024,10098.1,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2024,10150.17,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2025,9902.89,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2025,10106.42,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2025,10311.695,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2025,10254.01,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2026,8932.17,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2026,9292.66,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2026,9668.31,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2026,9805.89,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2027,9078.64,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2027,9336.6,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2027,9088.17,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2027,9330.05,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2028,8986.08,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2028,9130.08,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2028,9057.33,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2028,9164.24,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2029,9151.49,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2029,9395.08,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2029,9113.46,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2029,9230.55,Bhayandar West,Moderate
Bhayandar West,Jan-Mar,2030,9258.64,Bhayandar West,Moderate
Bhayandar West,Apr-Jun,2030,9632.25,Bhayandar West,Moderate
Bhayandar West,Jul-Sep,2030,10098.1,Bhayandar West,Moderate
Bhayandar West,Oct-Dec,2030,10150.17,Bhayandar West,Moderate
Bolinj Road,Jan-Mar,2024,6087.346,Bolinj Road,High
Bolinj Road,Apr-Jun,2024,5977.426,Bolinj Road,High
Bolinj Road,Jul-Sep,2024,6004.036,Bolinj Road,High
Bolinj Road,Oct-Dec,2024,6020.581,Bolinj Road,High
Bolinj Road,Jan-Mar,2025,5966.899333,Bolinj Road,High
Bolinj Road,Apr-Jun,2025,5602.447667,Bolinj Road,High
Bolinj Road,Jul-Sep,2025,5195.88,Bolinj Road,High
Bolinj Road,Oct-Dec,2025,5133.4835,Bolinj Road,High
Bolinj Road,Jan-Mar,2026,4677.75,Bolinj Road,High
Bolinj Road,Apr-Jun,2026,4607.86,Bolinj Road,High
Bolinj Road,Jul-Sep,2026,4660.5,Bolinj Road,High
Bolinj Road,Oct-Dec,2026,4744.25,Bolinj Road,High
Bolinj Road,Jan-Mar,2027,4893,Bolinj Road,High
Bolinj Road,Apr-Jun,2027,4853.25,Bolinj Road,High
Bolinj Road,Jul-Sep,2027,4971,Bolinj Road,High
Bolinj Road,Oct-Dec,2027,5052.25,Bolinj Road,High
Bolinj Road,Jan-Mar,2028,5383,Bolinj Road,High
Bolinj Road,Apr-Jun,2028,5308,Bolinj Road,High
Bolinj Road,Jul-Sep,2028,5374.473,Bolinj Road,High
Bolinj Road,Oct-Dec,2028,5416.485,Bolinj Road,High
Bolinj Road,Jan-Mar,2029,5799.75,Bolinj Road,High
Bolinj Road,Apr-Jun,2029,5702.24,Bolinj Road,High
Bolinj Road,Jul-Sep,2029,5752,Bolinj Road,High
Bolinj Road,Oct-Dec,2029,5780.5,Bolinj Road,High
Bolinj Road,Jan-Mar,2030,6087.346,Bolinj Road,High
Bolinj Road,Apr-Jun,2030,5977.426,Bolinj Road,High
Bolinj Road,Jul-Sep,2030,6004.036,Bolinj Road,High
Bolinj Road,Oct-Dec,2030,6020.581,Bolinj Road,High
